,Number/Click,Time,Connection Status,COM,Voltage,City_Volt_1,City_Volt_2,City_Volt_3,Gen_Volt_1,Gen_Volt_2,Gen_Volt_3,Alarm,Condition
0,1,-,Connceted,2,-,-,-,-,-,-,-,-,-
1,2,-,Connceted,5,-,-,-,-,-,-,-,-,-
2,3,17619,Connceted,8,13V,V,V,V,V,V,V,-,auto
3,4,-,Connceted,9,-,-,-,-,-,-,-,-,-
4,5,12,Connceted,10,12.9V,V,V,V,V,V,V,WARNING : Service Request,auto
5,6,2459,Connceted,12,13.8V,220V,222V,226V,V,V,V,-,auto
6,7,1411,Connceted,13,13.1V,V,V,V,V,V,V,-,auto
7,8,-,Not Connceted,14,-,-,-,-,-,-,-,-,-
8,9,2628,Connceted,15,12.8V,V,V,V,V,V,V,WARNING : Service Request,auto
9,10,15111,Connceted,16,13V,V,V,V,V,V,V,"WARNING : Service Request
SHUTDOWN ALARM: High Temp. Sender",auto
10,11,-,Not Connceted,17,-,-,-,-,-,-,-,-,-
11,12,8834,Connceted,19,13.6V,210V,210V,210V,V,V,V,-,auto
12,13,18936,Connceted,20,13.5V,210V,210V,210V,V,V,V,-,auto
13,14,533,Connceted,21,12.7V,V,V,V,V,V,V,-,auto
14,15,-,Not Connceted,22,-,-,-,-,-,-,-,-,-
15,16,-,Not Connceted,23,-,-,-,-,-,-,-,-,-
16,17,533,Connceted,24,12.7V,V,V,V,V,V,V,-,auto
17,18,4450,Connceted,25,13.6V,220V,220V,220V,V,V,V,-,auto
18,19,4627,Connceted,26,13.7V,218V,215V,219V,V,V,V,-,auto
19,20,4093,Connceted,27,13.3V,V,V,V,V,V,V,-,auto
20,21,2089,Connceted,28,12.8V,V,V,V,V,V,V,-,auto
21,22,3489,Connceted,29,13.8V,243V,245V,246V,V,V,V,-,auto
22,23,-,Not Connceted,30,-,-,-,-,-,-,-,-,-
23,24,37396,Connceted,31,13.7V,237V,236V,239V,V,V,V,-,auto
