,Number/Click,Time,Connection Status,COM,Voltage,City_Volt_1,City_Volt_2,City_Volt_3,Gen_Volt_1,Gen_Volt_2,Gen_Volt_3,Alarm,Condition
0,1,-,Connceted,2,-,-,-,-,-,-,-,-,-
1,2,1146,Connceted,5,12.9V,V,V,V,V,V,V,-,auto
2,3,17382,Connceted,8,12.9V,V,V,V,V,V,V,-,auto
3,4,1820,Connceted,9,14.3V,V,V,V,235V,225V,230V,-,auto
4,5,166,Connceted,10,12.8V,V,V,V,V,V,V,-,auto
5,6,2366,Connceted,12,13.8V,225V,224V,227V,V,V,V,WARNING : High Temp. Sender,auto
6,7,-,Not Connceted,13,-,-,-,-,-,-,-,-,-
7,8,-,Not Connceted,14,-,-,-,-,-,-,-,-,-
8,9,2153,Connceted,15,14.3V,V,V,V,235V,231V,235V,-,auto
9,10,14787,Connceted,16,12.6V,V,V,V,V,V,V,-,auto
10,11,-,Not Connceted,17,-,-,-,-,-,-,-,-,-
11,12,-,Not Connceted,18,-,-,-,-,-,-,-,-,-
12,13,-,Not Connceted,19,-,-,-,-,-,-,-,-,-
13,14,18540,Connceted,20,12.9V,V,V,V,V,V,V,-,auto
14,15,978,Connceted,21,14.6V,V,V,V,227,226V,228V,-,auto
15,16,-,Not Connceted,22,-,-,-,-,-,-,-,-,-
16,17,2700,Connceted,23,12.8V,V,V,V,V,V,V,WARNING : Service Request,auto
17,18,28486,Connceted,24,14.5V,V,V,V,229V,234V,228V,-,auto
18,19,4446,Connceted,25,13.6V,220V,220V,220V,V,V,V,-,auto
19,20,4500,Connceted,26,13.7V,210V,215V,227V,V,V,V,-,auto
20,21,3719,Connceted,27,13.5V,V,V,V,V,V,V,-,auto
21,22,1518,Connceted,28,14.3V,V,V,V,217V,223V,235V,-,auto
22,23,3481,Connceted,29,13.8V,239V,241V,241V,V,V,V,SHUTDOWN ALARM: Genset Low Voltage,auto
23,24,4246,Connceted,30,13V,V,V,V,V,V,V,WARNING : Service Request,auto
24,25,37395,Connceted,31,13.7V,240V,238V,241V,V,V,V,-,auto
25,26,50015,Connceted,32,14.4V,25V,24V,24V,218V,227V,221V,-,auto
26,27,1524,Connceted,33,13.8V,218V,221V,221V,V,V,V,-,auto
27,28,1919,Connceted,34,13.4V,231V,231V,230V,V,V,V,WARNING : Low Oil Press. Sender,auto
28,29,649,Connceted,36,14.4V,V,V,6V,231V,232V,230V,-,auto
29,30,1239,Connceted,37,14.6V,V,V,V,232V,232V,232V,-,auto
30,31,3076,Connceted,38,14.4V,2V,V,V,232V,231V,225V,WARNING : Service Request,auto
31,32,-,Not Connceted,39,-,-,-,-,-,-,-,-,-
32,33,514,Connceted,41,14.6V,V,V,V,230V,232V,230V,-,auto
33,34,19844,Connceted,42,12.8V,V,V,V,V,V,V,WARNING : Service Request,auto
34,35,21741,Connceted,43,13.5V,215V,215V,215V,V,V,V,-,auto
35,36,-,Not Connceted,44,-,-,-,-,-,-,-,-,-
36,37,10903,Connceted,45,14.6V,V,V,V,229V,234V,228V,-,auto
37,38,158,Connceted,46,13.8V,237V,236V,237V,V,V,V,-,auto
38,39,7552,Connceted,48,14.3V,V,6V,7V,224V,237V,233V,-,auto
39,40,-,Not Connceted,49,-,-,-,-,-,-,-,-,-
40,41,-,Not Connceted,53,-,-,-,-,-,-,-,-,-
41,42,26698,Connceted,54,13.5V,219V,226V,226V,V,V,V,-,auto
42,43,-,Not Connceted,55,-,-,-,-,-,-,-,-,-
43,44,414,Connceted,56,13.4V,218V,218V,218V,V,V,V,-,auto
44,45,213,Connceted,57,13.7V,191V,222V,222V,V,V,V,-,auto
45,46,760,Connceted,58,13.6V,215V,205V,215V,V,V,V,-,auto
46,47,16682,Connceted,61,13.3V,220V,220V,219V,V,V,V,SHUTDOWN ALARM: Fail to Start,auto
47,48,455,Connceted,62,13.8V,205V,205V,205V,V,V,V,-,auto
48,49,1105,Connceted,73,13.5V,219V,233V,203V,V,V,V,-,auto
49,50,-,Not Connceted,74,-,-,-,-,-,-,-,-,-
50,51,432,Connceted,107,13.7V,247,247V,244V,V,V,V,-,auto
51,52,64,Connceted,106,14.5V,V,V,V,235V,230V,233V,-,auto
52,53,-,Not Connceted,104,-,-,-,-,-,-,-,-,-
53,54,143,Connceted,105,13.5V,203V,203V,203V,V,V,V,-,stop
54,55,1,Connceted,103,13.8V,227,227V,216V,V,V,V,-,auto
55,56,169,Connceted,102,14.4V,V,V,V,233V,232V,234V,-,auto
56,57,-,Not Connceted,91,-,-,-,-,-,-,-,-,-
57,58,6147,Connceted,101,13.7V,220V,226V,227V,V,V,V,-,auto
58,59,10820,Connceted,100,13.8V,231V,225V,230V,V,V,V,-,auto
