,Number/Click,Time,Connection Status,COM,Voltage,City_Volt_1,City_Volt_2,City_Volt_3,Gen_Volt_1,Gen_Volt_2,Gen_Volt_3,Alarm,Condition
0,1,-,Connceted,2,-,-,-,-,-,-,-,-,-
1,2,-,Connceted,5,-,-,-,-,-,-,-,-,-
2,3,1576,Connceted,8,12.6V,V,V,V,V,V,V,-,stop
3,4,2508,Connceted,9,14.4V,V,V,V,229V,235V,224V,-,auto
4,5,557,Connceted,10,12.6V,V,V,V,V,V,V,-,auto
5,6,2459,Connceted,12,13.9V,221V,224V,225V,V,V,V,-,auto
6,7,1473,Connceted,13,14.4V,25V,25V,25V,232V,233V,240V,-,auto
7,8,-,Not Connceted,14,-,-,-,-,-,-,-,-,-
8,9,2701,Connceted,15,14.2V,V,V,V,237V,229V,236V,-,auto
9,10,15156,Connceted,16,12.7V,V,V,V,V,V,V,-,auto
10,11,-,Not Connceted,17,-,-,-,-,-,-,-,-,-
11,12,8834,Connceted,19,13.6V,211V,210V,211V,V,V,V,-,auto
12,13,18996,Connceted,20,14.7V,V,V,V,221V,218V,218V,-,auto
13,14,609,Connceted,21,12.6V,V,V,V,V,V,V,-,auto
14,15,-,Not Connceted,22,-,-,-,-,-,-,-,-,-
15,16,3179,Connceted,23,12.7V,V,V,V,V,V,V,-,auto
16,17,253,Connceted,24,12.7V,V,V,V,V,V,V,WARNING : Service Request,auto
17,18,4450,Connceted,25,13.6V,219V,219V,219V,V,V,V,-,auto
18,19,4627,Connceted,26,13.7V,228V,213V,221V,V,V,V,-,auto
19,20,4142,Connceted,27,13.1V,V,V,V,V,V,V,-,stop
20,21,2200,Connceted,28,12.9V,V,V,V,V,V,V,WARNING : Service Request,auto
21,22,3489,Connceted,29,13.8V,246V,248V,249V,V,V,V,-,auto
22,23,4853,Connceted,30,14.5V,V,V,V,234V,229V,231V,-,auto
23,24,37397,Connceted,31,13.7V,241V,240V,243V,V,V,V,-,auto
