,Number/Click,Time,Connection Status,COM,Voltage,City_Volt_1,City_Volt_2,City_Volt_3,Gen_Volt_1,Gen_Volt_2,Gen_Volt_3,Alarm,Condition
0,1,-,Connceted,2,-,-,-,-,-,-,-,-,-
1,2,1201,Connceted,5,14.6V,9V,V,V,231V,232V,232V,-,test
2,3,-,Not Connceted,8,-,-,-,-,-,-,-,-,-
3,4,1883,Connceted,9,13.1V,V,V,V,V,V,V,WARNING : Service Request,auto
4,5,202,Connceted,10,12.9V,V,V,V,V,V,V,-,auto
5,6,-,Connceted,12,-,-,-,-,-,-,-,-,-
6,7,1031,Connceted,13,12.6V,V,V,V,V,V,V,-,auto
7,8,-,Not Connceted,14,-,-,-,-,-,-,-,-,-
8,9,2201,Connceted,15,13V,V,V,V,V,V,V,-,auto
9,10,14825,Connceted,16,12.9V,V,V,V,V,V,V,-,auto
10,11,-,Not Connceted,17,-,-,-,-,-,-,-,-,-
11,12,8830,Connceted,19,13.6V,213V,212V,213V,V,V,V,-,auto
12,13,18582,Connceted,20,12.9V,V,V,V,V,V,V,-,auto
13,14,23,Connceted,21,12.7V,V,V,V,V,V,V,-,auto
14,15,-,Not Connceted,22,-,-,-,-,-,-,-,-,-
15,16,2735,Connceted,23,12.8V,V,V,V,V,V,V,-,auto
16,17,28537,Connceted,24,12.9V,V,V,V,V,V,V,-,auto
17,18,4446,Connceted,25,13.6V,220V,220V,220V,V,V,V,-,auto
18,19,4501,Connceted,26,13.7V,212V,216V,226V,V,V,V,-,auto
19,20,3758,Connceted,27,13.5V,V,V,V,V,V,V,WARNING : Service Request,auto
20,21,1575,Connceted,28,12.7V,V,V,V,V,V,V,WARNING : Service Request,auto
21,22,3481,Connceted,29,13.8V,244,246V,247V,V,V,V,SHUTDOWN ALARM: Genset Low Voltage,auto
22,23,4301,Connceted,30,12.9V,V,V,V,V,V,V,WARNING : Service Request,auto
23,24,37395,Connceted,31,13.7V,237V,235V,238V,V,V,V,-,auto
24,25,50069,Connceted,32,12.7V,V,V,V,V,V,V,WARNING : Service Request,auto
25,26,1524,Connceted,33,13.8V,219V,222V,222V,V,V,V,-,auto
26,27,1931,Connceted,34,13.4V,222V,222V,221V,V,V,V,WARNING : Low Oil Press. Sender,auto
27,28,713,Connceted,36,12.9V,V,V,V,V,V,V,-,auto
28,29,1253,Connceted,37,13.6V,220V,220V,220V,V,V,V,-,auto
29,30,3139,Connceted,38,12.7V,V,V,V,V,V,V,WARNING : Service Request,auto
30,31,1638,Connceted,39,13.6V,219V,226V,225V,V,V,V,-,auto
31,32,552,Connceted,41,13.8V,219V,219V,219V,V,V,V,-,auto
32,33,19892,Connceted,42,12.9V,V,V,V,V,V,V,-,auto
33,34,21741,Connceted,43,13.4V,200V,200V,200V,V,V,V,-,auto
34,35,-,Not Connceted,44,-,-,-,-,-,-,-,-,-
35,36,10963,Connceted,45,14.6V,V,V,V,230V,233V,233V,WARNING : Service Request,auto
36,37,158,Connceted,46,13.7V,238V,239V,239V,V,V,V,SHUTDOWN ALARM: Fail to Start,auto
37,38,7596,Connceted,48,13V,V,V,V,V,V,V,-,auto
38,39,-,Not Connceted,49,-,-,-,-,-,-,-,-,-
39,40,-,Not Connceted,53,-,-,-,-,-,-,-,-,-
40,41,26698,Connceted,54,13.5V,222V,215V,215V,V,V,V,-,auto
41,42,-,Not Connceted,55,-,-,-,-,-,-,-,-,-
42,43,442,Connceted,56,12V,224V,224V,224V,V,V,V,-,stop
43,44,213,Connceted,57,13.7V,205V,231V,231V,V,V,V,|SHUTDOWN ALARM: Low Oil Press. Switch,auto
44,45,760,Connceted,58,13.6V,225V,212V,224V,V,V,V,-,auto
45,46,16682,Connceted,61,13.3V,221V,221V,225V,V,V,V,SHUTDOWN ALARM: Fail to Start,auto
46,47,455,Connceted,62,13.8V,207V,208V,208V,V,V,V,-,stop
47,48,1105,Connceted,73,13.5V,225V,240V,195V,V,V,V,SHUTDOWN ALARM: Fail to Start,auto
48,49,-,Not Connceted,74,-,-,-,-,-,-,-,-,-
49,50,13,Connceted,107,13.7V,250V,249V,248V,V,V,V,-,auto
50,51,71,Connceted,106,13.1V,230V,233V,231V,V,V,V,-,auto
51,52,-,Not Connceted,104,-,-,-,-,-,-,-,-,-
52,53,-,Not Connceted,105,-,-,-,-,-,-,-,-,-
53,54,1,Connceted,103,13.8V,228V,227V,231V,V,V,V,-,auto
54,55,305,Connceted,102,14.4V,V,V,V,233V,232V,234V,-,auto
55,56,958,Connceted,91,13.5V,241V,242V,251V,V,V,V,-,auto
56,57,6166,Connceted,101,13.8V,222V,228V,229V,V,V,V,-,auto
57,58,10839,Connceted,100,13.7V,234V,231V,227V,V,V,V,-,auto
58,59,1170,Connceted,99,13.8V,229V,224V,218V,V,V,V,WARNING : Service Request,auto
59,60,23673,Connceted,98,13.3V,222V,220V,228V,V,V,V,-,auto
60,61,45,Connceted,97,13.8V,239V,196V,196V,V,V,V,-,auto
61,62,8424,Connceted,96,13.4V,225V,219V,217V,V,V,V,-,auto
62,63,1,Connceted,94,13.8V,219V,218V,216V,V,V,V,-,auto
63,64,-,Not Connceted,50,-,-,-,-,-,-,-,-,-
64,65,-,Not Connceted,51,-,-,-,-,-,-,-,-,-
65,66,847,Connceted,93,13.8V,212V,220V,207V,V,V,V,-,auto
66,67,-,Not Connceted,92,-,-,-,-,-,-,-,-,-
67,68,-,Not Connceted,47,-,-,-,-,-,-,-,-,-
68,69,1,Connceted,90,13.9V,219V,218V,215V,V,V,V,-,auto
69,70,209,Connceted,80,13.7V,219V,224V,224V,V,V,V,-,auto
70,71,1307,Connceted,59,13.6V,235V,234V,216V,V,V,V,WARNING : Service Request,auto
71,72,21121,Connceted,60,12.6V,V,V,V,V,V,V,-,auto
72,73,9445,Connceted,52,13.8V,216V,216V,243V,V,V,V,WARNING : Service Request,auto
73,74,-,Not Connceted,1,-,-,-,-,-,-,-,-,-
74,75,2869,Connceted,3,12.9V,V,V,V,V,V,V,WARNING : Service Request,auto
75,76,11671,Connceted,89,13.6V,225V,225V,225V,V,V,V,-,auto
76,77,5,Connceted,87,13.6V,201V,218V,218V,V,V,V,-,auto
77,78,187,Connceted,86,13.3V,230V,210V,230V,V,V,V,-,auto
78,79,10338,Connceted,11,12.8V,V,V,V,V,V,V,-,auto
79,80,1063,Connceted,82,13.7V,234V,224V,228V,V,V,V,"WARNING : Service Request
SHUTDOWN ALARM: Fail to Start",auto
80,81,16813,Connceted,84,12.7V,V,V,V,V,V,V,-,auto
81,82,20600,Connceted,7,12.5V,V,V,V,V,V,V,|SHUTDOWN ALARM: Emergency Stop,stop
82,83,11764,Connceted,83,13.3V,231V,240V,241V,V,V,V,-,auto
83,84,7646,Connceted,72,13.4V,209V,229V,191V,V,V,5V,WARNING : Service Request,auto
84,85,962,Connceted,71,13.6V,236V,218V,238V,V,V,V,-,auto
85,86,-,Not Connceted,70,-,-,-,-,-,-,-,-,-
86,87,934,Connceted,69,13.6V,212V,216V,231V,V,V,V,-,auto
87,88,-,Not Connceted,66,-,-,-,-,-,-,-,-,-
88,89,1249,Connceted,64,13.8V,228V,230V,231V,V,V,V,-,stop
89,90,10109,Connceted,63,12.9V,V,V,V,V,V,V,-,auto
90,91,-,Not Connceted,67,-,-,-,-,-,-,-,-,-
91,92,104,Connceted,65,13.7V,215V,233V,223V,V,V,V,-,auto
92,93,71,Connceted,78,13.8V,211V,228V,228V,V,V,V,WARNING : Service Request,auto
93,94,2699,Connceted,68,14.6V,V,V,V,229V,231V,226V,WARNING : Service Request,auto
94,95,1179,Connceted,79,12.7V,V,V,V,V,V,V,-,auto
95,96,599,Connceted,76,13.8V,229V,231V,230V,V,V,V,-,auto
96,97,-,Not Connceted,75,-,-,-,-,-,-,-,-,-
97,98,-,Not Connceted,77,-,-,-,-,-,-,-,-,-
98,99,1338,Connceted,108,13.2V,215V,220V,215V,V,V,V,-,auto
99,100,-,Not Connceted,109,-,-,-,-,-,-,-,-,-
100,101,79,Connceted,110,13.8V,238V,238V,235V,V,V,V,-,auto
101,102,-,Not Connceted,111,-,-,-,-,-,-,-,-,-
102,103,20,Connceted,112,13.5V,239V,228V,249V,V,V,V,-,auto
103,104,-,Connceted,113,-,-,-,-,-,-,-,-,-
104,105,-,Not Connceted,114,-,-,-,-,-,-,-,-,-
105,106,22793,Connceted,115,13.8V,222V,229V,230V,V,V,V,-,auto
106,107,-,Not Connceted,116,-,-,-,-,-,-,-,-,-
107,108,28,Connceted,117,13.7V,220V,218V,247V,V,V,V,-,auto
108,109,229,Connceted,118,13.5V,194V,193V,216V,V,V,V,-,auto
109,110,2538,Connceted,119,13.4V,210V,214V,213V,V,V,V,-,auto
110,111,51,Connceted,121,13.3V,235V,219V,221V,V,V,V,-,auto
111,112,-,Connceted,122,-,-,-,-,-,-,-,-,-
112,113,100,Connceted,123,13.6V,227,231V,236V,V,V,V,WARNING : Genset High Frequency,auto
113,114,4332,Connceted,125,13.6V,222V,222V,222V,V,V,V,WARNING : Service Request,stop
114,115,2226,Connceted,126,13.9V,195V,195V,195V,V,V,V,WARNING : Service Request,auto
115,116,134,Connceted,127,13.4V,223V,216V,242V,V,V,V,-,auto
