,Number/Click,Time,Connection Status,COM,Voltage,City_Volt_1,City_Volt_2,City_Volt_3,Gen_Volt_1,Gen_Volt_2,Gen_Volt_3,Alarm,Condition
0,1,-,Connceted,2,-,-,-,-,-,-,-,-,-
1,2,1356,Connceted,5,13V,V,V,V,V,V,V,-,auto
2,3,17500,Connceted,8,12.7V,V,V,V,V,V,V,-,auto
3,4,2138,Connceted,9,14.3V,V,V,V,234V,224V,230V,WARNING : Service Request,auto
4,5,343,Connceted,10,12.8V,V,V,V,V,V,V,WARNING : Service Request,auto
5,6,2423,Connceted,12,13.9V,228V,225V,228V,V,V,V,-,auto
6,7,1209,Connceted,13,12.6V,V,V,V,V,V,V,-,auto
7,8,-,Not Connceted,14,-,-,-,-,-,-,-,-,-
8,9,2388,Connceted,15,14.3V,V,V,V,234V,232V,234V,-,auto
9,10,14951,Connceted,16,13V,V,V,V,V,V,V,-,auto
10,11,-,Not Connceted,17,-,-,-,-,-,-,-,-,-
11,12,8831,Connceted,19,13.5V,212V,212V,212V,V,V,V,-,auto
12,13,18744,Connceted,20,12.8V,V,V,V,V,V,V,-,auto
13,14,256,Connceted,21,12.7V,V,V,V,V,V,V,WARNING : Service Request,auto
14,15,-,Not Connceted,22,-,-,-,-,-,-,-,-,-
15,16,2928,Connceted,23,14.5V,19V,14V,16V,231V,231V,232V,-,auto
16,17,28742,Connceted,24,12.8V,V,V,V,V,V,V,-,auto
17,18,4447,Connceted,25,13.6V,220V,220V,220V,V,V,V,-,auto
18,19,4501,Connceted,26,13.7V,210V,214V,226V,V,V,V,-,auto
19,20,3910,Connceted,27,13.3V,V,V,V,V,V,V,-,auto
20,21,1800,Connceted,28,14.4V,V,V,V,218V,222V,229V,-,auto
21,22,3482,Connceted,29,13.8V,245V,247V,248V,V,V,V,-,auto
22,23,4523,Connceted,30,13.1V,V,V,V,V,V,V,WARNING : Service Request,auto
23,24,37395,Connceted,31,13.7V,237V,236V,239V,V,V,V,-,auto
24,25,50287,Connceted,32,12.7V,V,V,V,V,V,V,-,auto
25,26,1524,Connceted,33,13.8V,218V,220V,220V,V,V,V,-,auto
26,27,1932,Connceted,34,13.3V,225V,225V,224V,V,V,V,-,auto
27,28,974,Connceted,36,12.8V,V,V,V,V,V,V,-,auto
28,29,1255,Connceted,37,13.6V,211V,212V,212V,V,V,V,-,auto
29,30,3380,Connceted,38,12.9V,V,V,V,V,V,V,-,auto
30,31,1638,Connceted,39,13.6V,221V,226V,226V,V,V,V,-,auto
31,32,560,Connceted,41,13.8V,224V,224V,224V,V,V,V,-,auto
32,33,20064,Connceted,42,14.7V,48V,43V,41V,226V,239V,234V,-,auto
33,34,21742,Connceted,43,13.5V,216V,216V,216V,V,V,V,-,auto
34,35,-,Not Connceted,44,-,-,-,-,-,-,-,-,-
35,36,11173,Connceted,45,14.5V,V,V,V,228V,234V,228V,-,auto
36,37,158,Connceted,46,13.8V,240V,240V,235V,V,V,V,-,auto
37,38,7777,Connceted,48,14.2V,V,6V,7V,225V,236V,234V,-,auto
38,39,-,Not Connceted,49,-,-,-,-,-,-,-,-,-
39,40,-,Not Connceted,54,-,-,-,-,-,-,-,-,-
40,41,-,Not Connceted,55,-,-,-,-,-,-,-,-,-
41,42,446,Connceted,56,13.9V,225V,225V,225V,V,V,V,-,auto
42,43,213,Connceted,57,13.7V,196V,225V,225V,V,V,V,-,auto
43,44,760,Connceted,58,13.6V,227,213V,227V,V,V,V,-,auto
44,45,1818,Connceted,80,13.6V,227,225V,215V,V,V,V,-,auto
45,46,-,Not Connceted,18,-,-,-,-,-,-,-,-,-
46,47,-,Not Connceted,155,-,-,-,-,-,-,-,-,-
47,48,-,Not Connceted,95,-,-,-,-,-,-,-,-,-
48,49,5083,Connceted,124,13.4V,231V,224V,231V,V,V,V,-,auto
49,50,798,Connceted,35,13.7V,248V,248V,248V,V,V,V,-,auto
50,51,1126,Connceted,120,13.6V,211V,211V,210V,V,V,V,-,auto
51,52,527,Connceted,81,13.8V,208V,210V,205V,V,V,V,-,auto
52,53,1320,Connceted,40,13.6V,217V,224V,217V,V,V,V,-,auto
53,54,1360,Connceted,6,14.6V,7V,V,V,221V,221V,221V,-,auto
54,55,14316,Connceted,88,13.9V,206V,206V,206V,V,V,V,WARNING : Service Request,auto
55,56,9475,Connceted,152,13.7V,232V,233V,231V,V,V,V,-,auto
56,57,-,Not Connceted,156,-,-,-,-,-,-,-,-,-
57,58,5288,Connceted,150,13.6V,224V,234V,234V,V,V,V,-,auto
58,59,18770,Connceted,151,13.6V,217V,234V,214V,V,V,V,-,auto
59,60,1141,Connceted,148,13.7V,235V,242V,238V,V,V,V,-,auto
60,61,1456,Connceted,149,13.7V,230V,229V,229V,V,V,V,-,auto
61,62,5,Connceted,146,13.3V,240V,240V,241V,V,V,V,-,auto
62,63,2152,Connceted,147,13.7V,237V,238V,237V,V,V,V,WARNING : Service Request,auto
63,64,610,Connceted,145,13.5V,241V,223V,246V,V,V,V,-,auto
64,65,73,Connceted,144,13.8V,215V,232V,217V,V,V,V,-,auto
65,66,197,Connceted,141,13.4V,212V,212V,212V,V,V,V,SHUTDOWN ALARM: Fail to Start,auto
66,67,8426,Connceted,143,13.5V,219V,219V,218V,V,V,V,-,auto
67,68,460,Connceted,142,14.8V,57V,56V,57V,227,233V,227V,WARNING : Service Request,auto
68,69,381,Connceted,140,13.5V,221V,224V,222V,V,V,V,-,auto
69,70,-,Not Connceted,139,-,-,-,-,-,-,-,-,-
70,71,2320,Connceted,4,13.5V,188V,188V,187V,V,V,V,-,auto
71,72,364,Connceted,138,13.6V,232V,233V,231V,V,V,V,-,auto
72,73,10879,Connceted,136,13.5V,218V,218V,218V,V,V,V,-,auto
73,74,-,Not Connceted,137,-,-,-,-,-,-,-,-,-
74,75,172,Connceted,133,13.1V,246V,246V,246V,V,V,V,-,auto
75,76,119,Connceted,131,13.8V,222V,223V,224V,V,V,V,-,auto
76,77,-,Connceted,135,-,-,-,-,-,-,-,-,-
77,78,872,Connceted,132,13.6V,226V,217V,237V,V,V,V,-,auto
78,79,17,Connceted,129,13.5V,203V,222V,226V,V,V,V,-,auto
79,80,88,Connceted,134,14.5V,231V,231V,232V,V,V,V,-,auto
80,81,-,Not Connceted,154,-,-,-,-,-,-,-,-,-
81,82,-,Not Connceted,153,-,-,-,-,-,-,-,-,-
82,83,152,Connceted,130,13.7V,219V,218V,219V,V,V,V,-,auto
83,84,217,Connceted,128,13.6V,229V,238V,219V,V,V,V,-,auto
84,85,2265,Connceted,126,13.9V,207V,206V,206V,V,V,V,-,auto
85,86,134,Connceted,127,13.4V,226V,220V,244V,V,V,V,-,auto
86,87,4332,Connceted,125,13.6V,222V,222V,222V,V,V,V,"WARNING : Service Request
‘SHUTDOWN ALARM: Low Oil Press. Sender",auto
87,88,56,Connceted,121,13.3V,242,219V,235V,V,V,V,-,auto
88,89,102,Connceted,123,13.7V,227,232V,233V,V,V,V,WARNING : Genset High Frequency,auto
89,90,-,Connceted,122,-,-,-,-,-,-,-,-,-
90,91,2551,Connceted,119,13.4V,211V,216V,213V,V,V,V,-,auto
91,92,236,Connceted,118,13.5V,211V,210V,193V,V,V,V,-,auto
92,93,1644,Connceted,116,13.8V,237V,248V,231V,V,V,V,-,auto
93,94,-,Not Connceted,113,-,-,-,-,-,-,-,-,-
94,95,33,Connceted,117,13.7V,226V,205V,253V,V,V,V,-,auto
95,96,22810,Connceted,115,13.7V,225V,231V,235V,V,V,V,-,auto
96,97,1811,Connceted,114,13.7V,225V,230V,235V,V,V,V,-,auto
97,98,211,Connceted,112,13.5V,241V,229V,251V,V,V,V,-,auto
98,99,-,Not Connceted,111,-,-,-,-,-,-,-,-,-
99,100,-,Not Connceted,109,-,-,-,-,-,-,-,-,-
100,101,80,Connceted,110,13.8V,240V,239V,237V,V,V,V,-,auto
101,102,-,Not Connceted,77,-,-,-,-,-,-,-,-,-
102,103,-,Not Connceted,108,-,-,-,-,-,-,-,-,-
103,104,-,Not Connceted,75,-,-,-,-,-,-,-,-,-
104,105,1454,Connceted,79,12.7V,V,V,V,V,V,V,WARNING : Service Request,auto
105,106,2709,Connceted,68,13.7V,233V,239V,233V,V,V,V,-,auto
106,107,106,Connceted,65,13.6V,219V,235V,226V,V,V,V,-,auto
107,108,81,Connceted,78,13.8V,212V,219V,219V,V,V,V,-,auto
108,109,27948,Connceted,67,13.5V,245V,240V,240V,V,V,V,-,auto
109,110,10314,Connceted,63,13V,V,V,V,V,V,V,-,auto
110,111,-,Not Connceted,64,-,-,-,-,-,-,-,-,-
111,112,-,Not Connceted,66,-,-,-,-,-,-,-,-,-
112,113,937,Connceted,69,13.6V,218V,205V,225V,V,V,V,-,auto
113,114,11769,Connceted,83,13.4V,231V,240V,241V,V,V,V,-,stop
114,115,974,Connceted,71,13.6V,229V,222V,237V,V,V,V,-,auto
115,116,-,Not Connceted,70,-,-,-,-,-,-,-,-,-
116,117,17093,Connceted,84,14.5V,V,50V,49V,231V,229V,227V,-,auto
117,118,1063,Connceted,82,13.7V,235V,224V,228V,V,V,V,WARNING : Service Request,stop
118,119,7675,Connceted,72,13.4V,223V,219V,196V,V,V,V,WARNING : Service Request,auto
119,120,190,Connceted,86,13.3V,233V,213V,233V,V,V,V,-,auto
120,121,10469,Connceted,11,12.6V,V,V,V,V,V,V,WARNING : Service Request,auto
121,122,11132,Connceted,1,13.6V,214V,220V,214V,V,V,V,-,auto
122,123,3101,Connceted,3,12.7V,V,V,V,V,V,V,-,auto
123,124,9460,Connceted,52,13.8V,216V,216V,246V,V,V,V,WARNING : Service Request,auto
124,125,11671,Connceted,89,13.6V,225V,225V,225V,V,V,V,-,auto
125,126,23,Connceted,87,13.6V,201V,214V,214V,V,V,V,-,auto
126,127,21356,Connceted,60,12.6V,V,V,V,V,V,V,-,auto
127,128,1308,Connceted,59,13.6V,229V,226V,220V,V,V,V,WARNING : Service Request,auto
128,129,599,Connceted,76,13.8V,232V,231V,232V,V,V,V,-,auto
129,130,20600,Connceted,7,13.6V,229V,226V,224V,V,V,V,|SHUTDOWN ALARM: Emergency Stop,stop
130,131,-,Not Connceted,92,-,-,-,-,-,-,-,-,-
131,132,2801,Connceted,50,13.6V,218V,219V,219V,V,V,V,WARNING : Service Request,auto
132,133,855,Connceted,93,13.8V,222V,217V,217V,V,V,V,-,auto
133,134,638,Connceted,51,13.7V,227,216V,236V,V,V,V,"WARNING : Service Request
SHUTDOWN ALARM: Fail to Start",auto
134,135,-,Not Connceted,47,-,-,-,-,-,-,-,-,-
135,136,45,Connceted,97,13.8V,223V,225V,225V,V,V,V,|SHUTDOWN ALARM: Low Oil Press. Switch,auto
136,137,1,Connceted,94,13.9V,219V,221V,215V,V,V,V,-,auto
137,138,23673,Connceted,98,13.3V,224V,218V,230V,V,V,V,-,auto
138,139,-,Not Connceted,99,-,-,-,-,-,-,-,-,-
139,140,10841,Connceted,100,13.7V,233V,228V,224V,V,V,V,-,auto
140,141,6166,Connceted,101,13.8V,222V,229V,229V,V,V,V,-,auto
141,142,959,Connceted,91,13.5V,225V,253V,238V,V,V,V,-,auto
142,143,334,Connceted,102,13.7V,241V,241V,239V,V,V,V,-,auto
143,144,1,Connceted,103,13.7V,216V,216V,244V,V,V,V,-,auto
144,145,-,Not Connceted,105,-,-,-,-,-,-,-,-,-
145,146,33986,Connceted,74,14.6V,5V,V,V,234V,241V,236V,-,auto
146,147,-,Not Connceted,104,-,-,-,-,-,-,-,-,-
147,148,72,Connceted,106,13.1V,227,231V,229V,V,V,V,-,auto
148,149,1106,Connceted,73,13.5V,239V,216V,207V,V,V,V,-,auto
149,150,-,Not Connceted,62,-,-,-,-,-,-,-,-,-
150,151,513,Connceted,107,13.7V,250V,250V,249V,V,V,V,-,auto
151,152,16682,Connceted,61,13.3V,211V,211V,215V,V,V,V,SHUTDOWN ALARM: Fail to Start,auto
152,153,926,Connceted,53,13.8V,214V,215V,215V,V,V,V,-,auto
