,Number/Click,Time,Connection Status,COM,Voltage,City_Volt_1,City_Volt_2,City_Volt_3,Gen_Volt_1,Gen_Volt_2,Gen_Volt_3,Alarm,Condition
0,1,-,Connceted,2,-,-,-,-,-,-,-,-,-
1,2,1501,Connceted,5,14.5V,8V,V,V,232V,233V,232V,-,auto
2,3,17607,Connceted,8,13V,V,V,V,V,V,V,-,auto
3,4,2396,Connceted,9,13V,V,V,V,V,V,V,-,auto
4,5,493,Connceted,10,13V,V,V,V,V,V,V,WARNING : Service Request,auto
5,6,2459,Connceted,12,13.8V,225V,225V,228V,V,V,V,-,auto
6,7,1388,Connceted,13,12.9V,V,V,V,V,V,V,-,auto
7,8,-,Not Connceted,14,-,-,-,-,-,-,-,-,-
8,9,2604,Connceted,15,13V,V,V,V,V,V,V,WARNING : Service Request,auto
9,10,15097,Connceted,16,12.8V,V,V,V,V,V,V,WARNING : Service Request,auto
10,11,-,Not Connceted,17,-,-,-,-,-,-,-,-,-
11,12,8834,Connceted,19,13.4V,212V,211V,211V,V,V,V,-,auto
12,13,18918,Connceted,20,13V,V,V,V,V,V,V,-,auto
13,14,503,Connceted,21,12.6V,V,V,V,V,V,V,-,auto
14,15,-,Not Connceted,22,-,-,-,-,-,-,-,-,-
15,16,3111,Connceted,23,14.5V,19V,14V,16V,228V,230V,233V,-,auto
16,17,159,Connceted,24,14.4V,V,V,V,232V,231V,235V,-,auto
17,18,4450,Connceted,25,13.6V,220V,220V,220V,V,V,V,-,auto
18,19,4627,Connceted,26,13.7V,221V,219V,216V,V,V,V,-,auto
19,20,4073,Connceted,27,13.4V,V,V,V,V,V,V,WARNING : Service Request,auto
20,21,2053,Connceted,28,12.4V,V,V,V,V,V,V,SHUTDOWN ALARM: Fail to Start,auto
21,22,3482,Connceted,29,13.8V,243V,245V,246V,V,V,V,-,auto
22,23,4749,Connceted,30,13.1V,V,V,V,V,V,V,-,auto
23,24,37396,Connceted,31,13.7V,238V,236V,240V,V,V,V,-,auto
24,25,50514,Connceted,32,13V,V,V,V,V,V,V,-,auto
25,26,1526,Connceted,33,13.8V,224V,227V,227V,V,V,V,-,auto
26,27,1959,Connceted,34,13.4V,232V,232V,231V,V,V,V,-,auto
27,28,1245,Connceted,36,12.9V,V,V,V,V,V,V,WARNING : Service Request,auto
28,29,1255,Connceted,37,13.6V,221V,222V,221V,V,V,V,-,auto
29,30,3645,Connceted,38,13V,V,V,V,V,V,V,-,auto
30,31,1665,Connceted,39,13.6V,224V,236V,224V,V,V,V,-,auto
31,32,576,Connceted,41,13.8V,229V,229V,229V,V,V,V,-,auto
32,33,20235,Connceted,42,12.7V,V,V,V,V,V,V,-,auto
33,34,-,Not Connceted,43,-,-,-,-,-,-,-,-,-
34,35,-,Not Connceted,44,-,-,-,-,-,-,-,-,-
35,36,11398,Connceted,45,14.6V,V,V,V,230V,234V,232V,-,auto
36,37,196,Connceted,46,13.8V,237V,238V,238V,V,V,V,-,auto
37,38,7965,Connceted,48,13.3V,V,V,V,V,V,V,-,auto
38,39,-,Not Connceted,49,-,-,-,-,-,-,-,-,-
39,40,26698,Connceted,54,13.5V,217V,211V,211V,V,V,V,-,auto
40,41,-,Not Connceted,55,-,-,-,-,-,-,-,-,-
41,42,459,Connceted,56,13.9V,221V,221V,221V,V,V,V,-,auto
42,43,220,Connceted,57,13.7V,202V,230V,230V,V,V,V,-,auto
43,44,766,Connceted,58,13.6V,213V,207V,213V,V,V,V,-,auto
44,45,1819,Connceted,80,13.6V,230V,215V,220V,V,V,V,-,auto
45,46,-,Not Connceted,18,-,-,-,-,-,-,-,-,-
46,47,-,Not Connceted,155,-,-,-,-,-,-,-,-,-
47,48,133,Connceted,95,14.7V,V,V,V,228V,227V,231V,-,auto
48,49,5086,Connceted,124,13.5V,231V,222V,231V,V,V,V,-,auto
49,50,798,Connceted,35,13.7V,233V,233V,233V,V,V,V,-,auto
50,51,1142,Connceted,120,13.7V,210V,210V,210V,V,V,V,-,auto
51,52,528,Connceted,81,13.8V,206V,211V,207V,V,V,V,-,auto
52,53,1320,Connceted,40,13.5V,216V,222V,217V,V,V,V,-,auto
53,54,1567,Connceted,6,12.6V,V,V,V,V,V,V,-,auto
54,55,14318,Connceted,88,13.8V,207V,207V,207V,V,V,V,WARNING : Service Request,auto
55,56,9475,Connceted,152,13.7V,239V,240V,237V,V,V,V,-,auto
56,57,-,Not Connceted,156,-,-,-,-,-,-,-,-,-
57,58,5295,Connceted,150,13.6V,204V,225V,225V,V,V,V,-,auto
58,59,18777,Connceted,151,13.6V,225V,242V,223V,V,V,V,-,auto
59,60,1153,Connceted,148,13.7V,235V,236V,233V,V,V,V,-,auto
60,61,1457,Connceted,149,13.7V,230V,230V,230V,V,V,V,-,auto
61,62,6,Connceted,146,13.3V,235V,235V,235V,V,V,V,-,auto
62,63,2163,Connceted,147,13.7V,235V,235V,234V,V,V,V,WARNING : Service Request,auto
63,64,614,Connceted,145,13.7V,241V,225V,241V,V,V,V,-,auto
64,65,74,Connceted,144,13.8V,227,241V,220V,V,V,V,-,auto
65,66,197,Connceted,141,13.4V,223V,223V,223V,V,V,V,-,stop
66,67,8428,Connceted,143,13.5V,217V,219V,210V,V,V,V,-,auto
67,68,644,Connceted,142,14.8V,57V,56V,57V,227,233V,227V,-,auto
68,69,383,Connceted,140,13.5V,220V,224V,221V,V,V,V,-,auto
69,70,-,Not Connceted,139,-,-,-,-,-,-,-,-,-
70,71,2376,Connceted,4,13.5V,213V,212V,212V,V,V,V,-,auto
71,72,365,Connceted,138,13.6V,227,227V,227V,V,V,V,-,auto
72,73,10884,Connceted,136,13.5V,213V,213V,212V,V,V,V,-,auto
73,74,-,Not Connceted,137,-,-,-,-,-,-,-,-,-
74,75,193,Connceted,133,13.1V,246V,246V,246V,V,V,V,-,auto
75,76,123,Connceted,131,13.8V,222V,222V,222V,V,V,V,-,auto
76,77,-,Connceted,135,-,-,-,-,-,-,-,-,-
77,78,873,Connceted,132,13.6V,226V,218V,238V,V,V,V,-,auto
78,79,17,Connceted,129,13.5V,207V,223V,217V,V,V,V,-,auto
79,80,88,Connceted,134,14.5V,230V,229V,233V,V,V,V,-,auto
80,81,-,Not Connceted,154,-,-,-,-,-,-,-,-,-
81,82,-,Not Connceted,153,-,-,-,-,-,-,-,-,-
82,83,156,Connceted,130,13.7V,217V,217V,217V,V,V,V,-,auto
83,84,217,Connceted,128,13.6V,230V,236V,219V,V,V,V,-,auto
84,85,2372,Connceted,126,13.9V,207V,206V,207V,V,V,V,-,auto
85,86,152,Connceted,127,13.4V,227,217V,242V,V,V,V,-,auto
86,87,4334,Connceted,125,13.6V,223V,223V,223V,V,V,V,-,auto
87,88,68,Connceted,121,13.3V,234V,211V,225V,V,V,V,-,stop
88,89,103,Connceted,123,13.6V,225V,232V,232V,V,V,V,-,auto
89,90,-,Connceted,122,-,-,-,-,-,-,-,-,-
90,91,2569,Connceted,119,13.4V,210V,215V,211V,V,V,V,-,auto
91,92,237,Connceted,118,13.5V,200V,200V,191V,V,V,V,-,auto
92,93,1680,Connceted,116,13.8V,237V,246V,231V,V,V,V,-,auto
93,94,-,Connceted,113,-,-,-,-,-,-,-,-,-
94,95,34,Connceted,117,13.7V,217V,216V,245V,V,V,V,-,auto
95,96,22825,Connceted,115,13.7V,222V,228V,233V,V,V,V,-,auto
96,97,1812,Connceted,114,13.8V,231V,236V,239V,V,V,V,-,auto
97,98,23,Connceted,112,13.5V,236V,224V,242V,V,V,V,-,auto
98,99,30,Connceted,111,13.6V,247,209V,208V,V,V,V,-,auto
99,100,1411,Connceted,109,13.7V,220V,223V,230V,V,V,V,-,auto
100,101,105,Connceted,110,13.8V,233V,234V,233V,V,V,V,-,auto
101,102,1916,Connceted,77,13.6V,225V,216V,205V,V,V,V,WARNING : Service Request,auto
102,103,1350,Connceted,108,13.2V,221V,220V,221V,V,V,V,-,auto
103,104,-,Not Connceted,75,-,-,-,-,-,-,-,-,-
104,105,1748,Connceted,79,14.4V,142V,147V,144V,229V,239V,236V,WARNING : Service Request,auto
105,106,2712,Connceted,68,13.7V,233V,239V,234V,V,V,V,-,auto
106,107,12,Connceted,65,13.7V,218V,236V,225V,V,V,V,-,auto
107,108,101,Connceted,78,14.7V,V,V,V,230V,234V,236V,-,auto
108,109,27958,Connceted,67,14.3V,V,V,V,234V,234V,234V,-,auto
109,110,10519,Connceted,63,14.4V,5V,V,V,225V,219V,219V,WARNING : Service Request,auto
110,111,1258,Connceted,64,13.8V,226V,227V,227V,V,V,V,-,auto
