,Number/Click,Time,Connection Status,COM,Voltage,City_Volt_1,City_Volt_2,City_Volt_3,Gen_Volt_1,Gen_Volt_2,Gen_Volt_3,Alarm,Condition
0,1,-,Connceted,2,-,-,-,-,-,-,-,-,-
1,2,1395,Connceted,5,12.8V,V,V,V,V,V,V,-,auto
2,3,17528,Connceted,8,14.5V,5V,V,5V,239V,236V,229V,-,auto
3,4,2201,Connceted,9,13V,V,V,V,V,V,V,WARNING : Service Request,auto
4,5,378,Connceted,10,12.8V,V,V,V,V,V,V,WARNING : Service Request,auto
5,6,2455,Connceted,12,13.9V,224V,222V,224V,V,V,V,-,auto
6,7,1247,Connceted,13,14.4V,25V,25V,25V,231V,234V,240V,-,auto
7,8,-,Not Connceted,14,-,-,-,-,-,-,-,-,-
8,9,2441,Connceted,15,12.8V,V,V,V,V,V,V,-,auto
9,10,14987,Connceted,16,14.4V,7V,V,V,231V,231V,233V,-,auto
10,11,-,Not Connceted,17,-,-,-,-,-,-,-,-,-
11,12,8831,Connceted,19,13.6V,207V,206V,206V,V,V,V,-,auto
12,13,18792,Connceted,20,13.5V,V,V,V,V,V,V,-,auto
13,14,315,Connceted,21,14.6V,V,V,V,228V,231V,225V,WARNING : Service Request,auto
14,15,-,Not Connceted,22,-,-,-,-,-,-,-,-,-
15,16,2984,Connceted,23,13V,V,V,V,V,V,V,WARNING : Service Request,auto
16,17,32561,Connceted,24,13V,V,V,V,V,V,V,-,auto
17,18,4447,Connceted,25,13.6V,221V,220V,220V,V,V,V,-,auto
18,19,4603,Connceted,26,13.6V,245V,190V,250V,230V,229V,229V,-,auto
19,20,3949,Connceted,27,13.3V,V,V,V,V,V,V,-,auto
20,21,1860,Connceted,28,14.4V,V,V,V,216V,225V,235V,-,auto
21,22,3482,Connceted,29,13.8V,244,246V,247V,V,V,V,-,auto
22,23,4578,Connceted,30,12.8V,V,V,V,V,V,V,WARNING : Service Request,auto
23,24,37395,Connceted,31,13.7V,240V,239V,242V,V,V,V,-,auto
24,25,342,Connceted,32,12.7V,V,V,V,V,V,V,-,auto
25,26,1526,Connceted,33,13.8V,226V,229V,229V,V,V,V,-,auto
26,27,1956,Connceted,34,14.4V,V,V,V,232V,234V,232V,WARNING : Low Oil Press. Sender,auto
27,28,1038,Connceted,36,14.4V,V,V,6V,231V,232V,230V,-,auto
28,29,1255,Connceted,37,13.5V,220V,220V,220V,V,V,V,-,auto
29,30,3446,Connceted,38,12.7V,V,V,V,V,V,V,WARNING : Service Request,auto
30,31,1652,Connceted,39,13.6V,221V,226V,223V,V,V,V,-,auto
31,32,575,Connceted,41,13.8V,228V,228V,227V,V,V,V,-,auto
