,Number/Click,Time,Connection Status,COM,Voltage,City_Volt_1,City_Volt_2,City_Volt_3,Gen_Volt_1,Gen_Volt_2,Gen_Volt_3,Alarm,Condition
0,1,-,Connceted,2,-,-,-,-,-,-,-,-,-
1,2,1368,Connceted,5,13.2V,V,V,V,V,V,V,-,auto
2,3,17508,Connceted,8,12.7V,V,V,V,V,V,V,-,auto
3,4,2160,Connceted,9,14.3V,V,V,V,233V,227V,231V,WARNING : Service Request,auto
4,5,354,Connceted,10,12.6V,V,V,V,V,V,V,WARNING : Service Request,auto
5,6,2423,Connceted,12,13.8V,226V,231V,218V,V,V,V,-,auto
6,7,-,Not Connceted,13,-,-,-,-,-,-,-,-,-
7,8,-,Not Connceted,14,-,-,-,-,-,-,-,-,-
8,9,2405,Connceted,15,13.4V,V,V,V,V,V,V,-,auto
9,10,14964,Connceted,16,12.9V,V,V,V,V,V,V,-,auto
10,11,-,Not Connceted,17,-,-,-,-,-,-,-,-,-
11,12,8831,Connceted,19,13.6V,208V,207V,207V,V,V,V,-,auto
12,13,18761,Connceted,20,14.6V,V,V,V,217V,220V,222V,-,auto
13,14,-,Connceted,21,-,-,-,-,-,-,-,-,-
14,15,-,Not Connceted,22,-,-,-,-,-,-,-,-,-
15,16,2946,Connceted,23,13V,V,V,V,V,V,V,-,auto
16,17,28769,Connceted,24,14.6V,V,V,V,231V,233V,231V,-,auto
17,18,4447,Connceted,25,13.6V,220V,220V,220V,V,V,V,-,auto
18,19,4521,Connceted,26,13.6V,V,220V,207V,231V,233V,228V,-,auto
19,20,3924,Connceted,27,13.5V,V,V,V,V,V,V,-,auto
20,21,1820,Connceted,28,14.3V,V,V,V,216V,224V,235V,-,auto
21,22,3482,Connceted,29,13.8V,244,247V,248V,V,V,V,-,auto
22,23,4542,Connceted,30,14.5V,V,V,V,235V,228V,230V,WARNING : Service Request,auto
23,24,37395,Connceted,31,13.7V,240V,240V,243V,V,V,V,-,auto
24,25,50306,Connceted,32,12.7V,V,V,V,V,V,V,-,auto
25,26,1524,Connceted,33,13.8V,217V,220V,220V,V,V,V,-,auto
26,27,1933,Connceted,34,13.4V,233V,233V,232V,V,V,V,WARNING : Low Oil Press. Sender,auto
27,28,997,Connceted,36,14.4V,V,V,7V,231V,232V,230V,-,auto
28,29,1255,Connceted,37,13.6V,216V,217V,217V,V,V,V,-,auto
29,30,3404,Connceted,38,14.4V,2V,V,V,232V,231V,225V,-,auto
30,31,-,Connceted,39,-,-,-,-,-,-,-,-,-
31,32,560,Connceted,41,13.8V,225V,225V,225V,V,V,V,-,auto
32,33,20080,Connceted,42,12.7V,V,V,V,V,V,V,-,auto
33,34,-,Not Connceted,43,-,-,-,-,-,-,-,-,-
34,35,-,Not Connceted,44,-,-,-,-,-,-,-,-,-
35,36,11201,Connceted,45,14.6V,V,V,V,229V,234V,228V,-,auto
36,37,158,Connceted,46,13.9V,238V,238V,238V,V,V,V,-,auto
37,38,7798,Connceted,48,14.3V,5V,6V,7V,224V,237V,234V,-,auto
38,39,-,Not Connceted,49,-,-,-,-,-,-,-,-,-
