,Number/Click,Time,Connection Status,COM,Voltage,City_Volt_1,City_Volt_2,City_Volt_3,Gen_Volt_1,Gen_Volt_2,Gen_Volt_3,Alarm,Condition
0,1,-,Connceted,2,-,-,-,-,-,-,-,-,-
1,2,1231,Connceted,5,13.1V,V,V,V,V,V,V,-,auto
2,3,-,Not Connceted,8,-,-,-,-,-,-,-,-,-
3,4,1925,Connceted,9,14.3V,V,V,V,233V,227V,231V,WARNING : Service Request,auto
4,5,224,Connceted,10,12.7V,V,V,V,V,V,V,-,auto
5,6,2422,Connceted,12,13.9V,226V,230V,222V,V,V,V,-,auto
6,7,1062,Connceted,13,14.5V,25V,25V,25V,231V,234V,240V,-,auto
7,8,-,Not Connceted,14,-,-,-,-,-,-,-,-,-
8,9,2237,Connceted,15,14.3V,V,V,V,236V,231V,235V,WARNING : Service Request,auto
9,10,14848,Connceted,16,12.9V,V,V,V,V,V,V,-,auto
10,11,-,Not Connceted,17,-,-,-,-,-,-,-,-,-
11,12,8830,Connceted,19,13.6V,206V,206V,206V,V,V,V,-,auto
12,13,18609,Connceted,20,12.7V,V,V,V,V,V,V,-,auto
13,14,63,Connceted,21,12.7V,V,V,V,V,V,V,-,auto
14,15,-,Not Connceted,22,-,-,-,-,-,-,-,-,-
15,16,2758,Connceted,23,14.4V,19V,14V,16V,228V,229V,231V,-,auto
16,17,28572,Connceted,24,14.5V,V,V,V,230V,235V,227V,-,auto
17,18,4447,Connceted,25,13.6V,221V,221V,221V,V,V,V,-,auto
18,19,4501,Connceted,26,13.7V,209V,214V,225V,V,V,V,-,auto
19,20,3782,Connceted,27,13.3V,V,V,V,V,V,V,WARNING : Service Request,auto
20,21,1610,Connceted,28,12.6V,V,V,V,V,V,V,WARNING : Service Request,auto
21,22,3481,Connceted,29,13.8V,242,244V,246V,V,V,V,-,auto
22,23,4339,Connceted,30,13V,V,V,V,V,V,V,WARNING : Service Request,auto
23,24,37395,Connceted,31,13.7V,240V,238V,242V,V,V,V,-,auto
24,25,50105,Connceted,32,12.8V,V,V,V,V,V,V,-,auto
25,26,1524,Connceted,33,13.8V,216V,219V,219V,V,V,V,-,auto
26,27,1931,Connceted,34,13.4V,223V,222V,221V,V,V,V,WARNING : Low Oil Press. Sender,auto
27,28,756,Connceted,36,13.1V,V,V,V,V,V,V,-,auto
28,29,1253,Connceted,37,13.6V,225V,225V,225V,V,V,V,-,auto
29,30,3181,Connceted,38,14.4V,2V,V,V,232V,229V,218V,-,auto
30,31,1638,Connceted,39,13.6V,221V,227V,232V,V,V,V,-,auto
31,32,552,Connceted,41,13.8V,221V,221V,221V,V,V,V,-,auto
32,33,19920,Connceted,42,12.8V,V,V,V,V,V,V,-,auto
33,34,21741,Connceted,43,13.6V,208V,208V,208V,V,V,V,-,auto
34,35,-,Not Connceted,44,-,-,-,-,-,-,-,-,-
35,36,11000,Connceted,45,14.6V,V,V,V,230V,233V,232V,-,auto
36,37,158,Connceted,46,13.8V,237V,237V,240V,V,V,V,-,auto
37,38,7624,Connceted,48,13V,V,V,V,V,V,V,-,auto
38,39,-,Not Connceted,49,-,-,-,-,-,-,-,-,-
39,40,-,Not Connceted,53,-,-,-,-,-,-,-,-,-
40,41,-,Not Connceted,54,-,-,-,-,-,-,-,-,-
41,42,-,Not Connceted,55,-,-,-,-,-,-,-,-,-
42,43,442,Connceted,56,12.6V,222V,222V,223V,V,V,V,-,auto
43,44,213,Connceted,57,13.7V,221V,224V,224V,V,V,V,-,auto
44,45,760,Connceted,58,13.6V,231V,218V,231V,V,V,V,-,auto
45,46,16682,Connceted,61,13.3V,228V,228V,222V,V,V,V,SHUTDOWN ALARM: Fail to Start,auto
46,47,455,Connceted,62,13.8V,208V,208V,208V,V,V,V,-,stop
47,48,1105,Connceted,73,13.5V,217V,229V,213V,V,V,V,SHUTDOWN ALARM: Fail to Start,auto
48,49,33815,Connceted,74,14.6V,5V,V,V,233V,241V,235V,-,auto
49,50,13,Connceted,107,13.7V,246V,246V,245V,V,V,V,-,auto
50,51,71,Connceted,106,13.1V,229V,233V,231V,V,V,V,-,auto
51,52,-,Not Connceted,104,-,-,-,-,-,-,-,-,-
52,53,-,Not Connceted,105,-,-,-,-,-,-,-,-,-
53,54,1,Connceted,103,13.8V,228V,228V,179V,V,V,V,-,auto
54,55,332,Connceted,102,13.7V,238V,240V,239V,V,V,V,-,auto
55,56,-,Not Connceted,91,-,-,-,-,-,-,-,-,-
