,Number/Click,Time,Connection Status,COM,Voltage,City_Volt_1,City_Volt_2,City_Volt_3,Gen_Volt_1,Gen_Volt_2,Gen_Volt_3,Alarm,Condition
0,1,-,Connceted,2,-,-,-,-,-,-,-,-,-
1,2,1277,Connceted,5,12.8V,V,V,V,V,V,V,WARNING : Service Request,auto
2,3,-,Not Connceted,8,-,-,-,-,-,-,-,-,-
3,4,2001,Connceted,9,14.3V,V,V,V,233V,226V,231V,WARNING : Service Request,auto
4,5,267,Connceted,10,12.7V,V,V,V,V,V,V,WARNING : Service Request,auto
5,6,2422,Connceted,12,13.9V,225V,234V,219V,V,V,V,-,auto
6,7,1112,Connceted,13,14.5V,25V,25V,25V,231V,234V,240V,-,auto
7,8,-,Not Connceted,14,-,-,-,-,-,-,-,-,-
8,9,2293,Connceted,15,13V,V,V,V,V,V,V,WARNING : Service Request,auto
9,10,14894,Connceted,16,12.9V,V,V,V,V,V,V,-,auto
10,11,-,Not Connceted,17,-,-,-,-,-,-,-,-,-
11,12,-,Not Connceted,19,-,-,-,-,-,-,-,-,-
12,13,18666,Connceted,20,13.4V,V,V,V,V,V,V,-,auto
13,14,130,Connceted,21,14.6V,V,V,V,227,226V,229V,-,auto
14,15,-,Not Connceted,22,-,-,-,-,-,-,-,-,-
15,16,2829,Connceted,23,14.4V,19V,14V,16V,231V,231V,232V,-,test
16,17,28630,Connceted,24,12.9V,V,V,V,V,V,V,-,auto
17,18,4447,Connceted,25,13.6V,220V,220V,220V,V,V,V,-,auto
18,19,4501,Connceted,26,13.7V,211V,223V,226V,V,V,V,-,auto
19,20,3827,Connceted,27,15.2V,V,V,V,226V,237V,228V,-,auto
20,21,1674,Connceted,28,12.6V,V,V,V,V,V,V,-,auto
21,22,3481,Connceted,29,13.8V,245V,247V,249V,V,V,V,-,auto
22,23,4402,Connceted,30,12.8V,V,V,V,V,V,V,WARNING : Service Request,auto
23,24,37395,Connceted,31,13.7V,244,243V,245V,V,V,V,-,auto
24,25,50169,Connceted,32,12.8V,V,V,V,V,V,V,-,auto
25,26,1524,Connceted,33,13.7V,220V,223V,222V,V,V,V,-,auto
26,27,1931,Connceted,34,13.4V,239V,239V,238V,V,V,V,WARNING : Low Oil Press. Sender,auto
27,28,831,Connceted,36,12.9V,V,V,V,V,V,V,-,auto
28,29,1254,Connceted,37,13.6V,218V,218V,218V,V,V,V,-,auto
29,30,3258,Connceted,38,12.7V,V,V,V,V,V,V,-,auto
30,31,1638,Connceted,39,13.5V,229V,237V,233V,V,V,V,-,auto
31,32,552,Connceted,41,13.8V,227,227V,227V,V,V,V,-,auto
32,33,19978,Connceted,42,13.1V,V,V,V,V,V,V,-,auto
33,34,21742,Connceted,43,13.6V,221V,221V,222V,V,V,V,-,auto
34,35,-,Not Connceted,44,-,-,-,-,-,-,-,-,-
35,36,1071,Connceted,45,14.6V,V,V,V,229V,234V,230V,-,auto
36,37,158,Connceted,46,13.7V,239V,240V,241V,V,V,V,-,auto
37,38,7688,Connceted,48,13.1V,V,V,V,V,V,V,-,auto
38,39,-,Not Connceted,49,-,-,-,-,-,-,-,-,-
39,40,-,Not Connceted,53,-,-,-,-,-,-,-,-,-
40,41,-,Not Connceted,54,-,-,-,-,-,-,-,-,-
41,42,-,Not Connceted,55,-,-,-,-,-,-,-,-,-
42,43,-,Not Connceted,56,-,-,-,-,-,-,-,-,-
43,44,213,Connceted,57,13.7V,207V,234V,234V,V,V,V,-,auto
44,45,760,Connceted,58,13.6V,224V,211V,223V,V,V,V,-,auto
45,46,16682,Connceted,61,13.3V,224V,224V,211V,V,V,V,SHUTDOWN ALARM: Fail to Start,auto
46,47,455,Connceted,62,13.8V,210V,210V,211V,V,V,V,-,stop
47,48,1105,Connceted,73,13.5V,215V,221V,235V,V,V,V,SHUTDOWN ALARM: Fail to Start,auto
48,49,33875,Connceted,74,14.6V,5V,V,V,233V,242V,236V,-,auto
49,50,13,Connceted,107,13.7V,250V,250V,249V,V,V,V,-,auto
50,51,71,Connceted,106,13.1V,230V,233V,231V,V,V,V,-,auto
51,52,-,Not Connceted,104,-,-,-,-,-,-,-,-,-
52,53,-,Not Connceted,105,-,-,-,-,-,-,-,-,-
53,54,1,Connceted,103,13.8V,226V,226V,230V,V,V,V,-,auto
54,55,332,Connceted,102,13.7V,241V,241V,239V,V,V,V,-,auto
55,56,-,Not Connceted,91,-,-,-,-,-,-,-,-,-
56,57,6166,Connceted,101,13.7V,220V,226V,228V,V,V,V,-,auto
57,58,10839,Connceted,100,13.8V,237V,235V,228V,V,V,V,-,auto
58,59,-,Not Connceted,99,-,-,-,-,-,-,-,-,-
59,60,23673,Connceted,98,13.3V,221V,220V,227V,V,V,V,-,auto
60,61,45,Connceted,97,13.8V,227,227V,227V,V,V,V,|SHUTDOWN ALARM: Low Oil Press. Switch,auto
61,62,1,Connceted,94,13.9V,222V,222V,219V,V,V,V,-,auto
62,63,2801,Connceted,50,13.6V,217V,219V,219V,V,V,V,WARNING : Service Request,auto
63,64,638,Connceted,51,13.7V,227,217V,235V,V,V,V,WARNING : Service Request,auto
64,65,854,Connceted,93,13.8V,222V,211V,218V,V,V,V,-,auto
65,66,-,Not Connceted,92,-,-,-,-,-,-,-,-,-
66,67,-,Not Connceted,47,-,-,-,-,-,-,-,-,-
67,68,1307,Connceted,59,13.6V,234V,232V,225V,V,V,V,WARNING : Service Request,auto
68,69,21230,Connceted,60,14.3V,V,V,V,235V,226V,230V,-,auto
69,70,9445,Connceted,52,13.8V,221V,221V,245V,V,V,V,WARNING : Service Request,auto
70,71,11128,Connceted,1,13.6V,213V,221V,213V,V,V,V,-,auto
71,72,2973,Connceted,3,12.7V,V,V,V,V,V,V,-,auto
72,73,11671,Connceted,89,13.6V,226V,225V,226V,V,V,V,-,auto
73,74,61,Connceted,87,13.6V,219V,211V,211V,V,V,V,-,auto
74,75,190,Connceted,86,13.3V,234V,214V,233V,V,V,V,-,auto
75,76,10396,Connceted,11,14.6V,16V,1V,12V,229V,234V,228V,-,auto
76,77,1063,Connceted,82,13.7V,234V,223V,228V,V,V,V,"WARNING : Service Request
SHUTDOWN ALARM: Fail to Start",auto
