,Number/Click,Time,Connection Status,COM,Voltage,City_Volt_1,City_Volt_2,City_Volt_3,Gen_Volt_1,Gen_Volt_2,Gen_Volt_3,Alarm,Condition
0,1,-,Connceted,2,-,-,-,-,-,-,-,-,-
1,2,1510,Connceted,5,13.2V,V,V,V,V,V,V,-,auto
2,3,17613,Connceted,8,12.9V,V,V,V,V,V,V,-,auto
3,4,2406,Connceted,9,14.4V,V,V,V,229V,234V,224V,-,auto
4,5,500,Connceted,10,12.9V,V,V,V,V,V,V,WARNING : Service Request,auto
5,6,2459,Connceted,12,13.8V,225V,225V,228V,V,V,V,-,auto
6,7,1396,Connceted,13,14.5V,25V,25V,25V,231V,234V,240V,-,auto
7,8,-,Not Connceted,14,-,-,-,-,-,-,-,-,-
8,9,2614,Connceted,15,12.7V,V,V,V,V,V,V,WARNING : Service Request,auto
9,10,15103,Connceted,16,13V,V,V,V,V,V,V,WARNING : Service Request,auto
10,11,-,Not Connceted,17,-,-,-,-,-,-,-,-,-
11,12,8834,Connceted,19,13.5V,209V,208V,209V,V,V,V,-,auto
12,13,18924,Connceted,20,12.8V,V,V,V,V,V,V,-,auto
13,14,13,Connceted,21,12.6V,V,V,V,V,V,V,-,auto
14,15,-,Not Connceted,22,-,-,-,-,-,-,-,-,-
15,16,3128,Connceted,23,12.7V,V,V,V,V,V,V,-,auto
16,17,169,Connceted,24,14.4V,V,V,V,231V,232V,233V,-,auto
17,18,4450,Connceted,25,13.6V,220V,220V,220V,V,V,V,-,auto
18,19,4627,Connceted,26,13.7V,223V,216V,217V,V,V,V,-,auto
19,20,4077,Connceted,27,15.1V,V,V,V,220V,237V,229V,-,auto
20,21,2065,Connceted,28,12.8V,V,V,V,V,V,V,-,auto
21,22,3488,Connceted,29,14.6V,244,244V,244V,215V,217V,216V,-,test
22,23,4759,Connceted,30,13.3V,V,V,V,V,V,V,-,auto
23,24,37396,Connceted,31,13.7V,236V,235V,238V,V,V,V,-,auto
24,25,50523,Connceted,32,13.2V,V,V,V,V,V,V,-,auto
25,26,1526,Connceted,33,13.8V,217V,220V,219V,V,V,V,-,auto
26,27,1959,Connceted,34,13.4V,237V,237V,236V,V,V,V,-,auto
27,28,1256,Connceted,36,12.9V,V,V,V,V,V,V,WARNING : Service Request,auto
28,29,1255,Connceted,37,13.6V,220V,220V,220V,V,V,V,-,auto
29,30,3654,Connceted,38,12.7V,V,V,V,V,V,V,-,auto
30,31,1665,Connceted,39,13.6V,216V,223V,222V,V,V,V,-,auto
31,32,576,Connceted,41,13.8V,233V,233V,232V,V,V,V,-,auto
32,33,20241,Connceted,42,12.8V,V,V,V,V,V,V,-,auto
33,34,-,Not Connceted,43,-,-,-,-,-,-,-,-,-
34,35,-,Not Connceted,44,-,-,-,-,-,-,-,-,-
35,36,11406,Connceted,45,14.6V,V,V,V,231V,232V,234V,-,auto
36,37,196,Connceted,46,13.9V,235V,236V,236V,V,V,V,-,auto
37,38,7971,Connceted,48,13.2V,V,V,V,V,V,V,-,auto
38,39,-,Not Connceted,49,-,-,-,-,-,-,-,-,-
39,40,26698,Connceted,54,13.5V,214V,223V,224V,V,V,V,-,auto
40,41,-,Not Connceted,55,-,-,-,-,-,-,-,-,-
41,42,459,Connceted,56,13.9V,222V,222V,222V,V,V,V,-,auto
42,43,220,Connceted,57,13.7V,201V,228V,228V,V,V,V,-,auto
43,44,766,Connceted,58,13.6V,218V,203V,217V,V,V,V,-,auto
44,45,1819,Connceted,80,13.6V,229V,213V,219V,V,V,V,-,auto
45,46,-,Not Connceted,18,-,-,-,-,-,-,-,-,-
46,47,-,Not Connceted,155,-,-,-,-,-,-,-,-,-
47,48,150,Connceted,95,14.7V,V,V,V,229V,228V,231V,-,auto
48,49,5086,Connceted,124,13.5V,236V,228V,239V,V,V,V,-,auto
49,50,798,Connceted,35,13.7V,226V,226V,226V,V,V,V,-,auto
50,51,1142,Connceted,120,13.7V,209V,209V,209V,V,V,V,-,auto
51,52,528,Connceted,81,13.8V,206V,208V,204V,V,V,V,-,auto
52,53,1320,Connceted,40,13.6V,219V,225V,220V,V,V,V,-,auto
53,54,1576,Connceted,6,12.8V,V,V,V,V,V,V,-,auto
54,55,14318,Connceted,88,13.8V,207V,207V,207V,V,V,V,WARNING : Service Request,auto
55,56,9475,Connceted,152,13.7V,233V,234V,229V,V,V,V,-,auto
