,Number/Click,Time,Connection Status,COM,Voltage,City_Volt_1,City_Volt_2,City_Volt_3,Gen_Volt_1,Gen_Volt_2,Gen_Volt_3,Alarm,Condition
0,1,-,Connceted,2,-,-,-,-,-,-,-,-,-
1,2,1223,Connceted,5,12.8V,V,V,V,V,V,V,-,auto
2,3,-,Not Connceted,8,-,-,-,-,-,-,-,-,-
3,4,1915,Connceted,9,13V,V,V,V,V,V,V,WARNING : Service Request,auto
4,5,218,Connceted,10,12.8V,V,V,V,V,V,V,-,auto
5,6,2422,Connceted,12,13.9V,225V,227V,228V,V,V,V,-,auto
6,7,1054,Connceted,13,12.6V,V,V,V,V,V,V,-,auto
7,8,-,Not Connceted,14,-,-,-,-,-,-,-,-,-
8,9,2227,Connceted,15,13V,V,V,V,V,V,V,WARNING : Service Request,auto
9,10,14842,Connceted,16,14.4V,6V,V,V,231V,231V,232V,-,auto
10,11,-,Not Connceted,17,-,-,-,-,-,-,-,-,-
11,12,8830,Connceted,19,13.5V,211V,210V,210V,V,V,V,-,auto
12,13,18603,Connceted,20,13.4V,V,V,V,V,V,V,-,auto
13,14,52,Connceted,21,12.7V,V,V,V,V,V,V,-,auto
14,15,-,Not Connceted,22,-,-,-,-,-,-,-,-,-
15,16,2751,Connceted,23,12.8V,V,V,V,V,V,V,-,auto
16,17,28562,Connceted,24,14.5V,V,V,V,230V,235V,227V,-,auto
17,18,4447,Connceted,25,13.6V,219V,219V,219V,V,V,V,-,auto
18,19,4501,Connceted,26,13.7V,214V,215V,223V,V,V,V,-,auto
19,20,3775,Connceted,27,13.3V,V,V,V,V,V,V,WARNING : Service Request,auto
20,21,1601,Connceted,28,14.3V,V,V,V,215V,226V,237V,WARNING : Service Request,auto
21,22,3481,Connceted,29,13.8V,242,245V,247V,V,V,V,-,auto
22,23,4329,Connceted,30,12.8V,V,V,V,V,V,V,WARNING : Service Request,auto
23,24,37395,Connceted,31,13.7V,238V,237V,241V,V,V,V,-,auto
24,25,50096,Connceted,32,12.8V,V,V,V,V,V,V,WARNING : Service Request,auto
25,26,1524,Connceted,33,13.7V,219V,222V,221V,V,V,V,-,auto
26,27,1931,Connceted,34,13.4V,219V,220V,218V,V,V,V,WARNING : Low Oil Press. Sender,auto
27,28,745,Connceted,36,14.5V,V,V,6V,231V,232V,230V,-,auto
28,29,1253,Connceted,37,13.6V,229V,230V,230V,V,V,V,-,auto
29,30,3169,Connceted,38,12.7V,V,V,V,V,V,V,WARNING : Service Request,auto
30,31,1638,Connceted,39,13.6V,217V,230V,221V,V,V,V,-,auto
31,32,552,Connceted,41,13.8V,221V,221V,221V,V,V,V,-,auto
32,33,19912,Connceted,42,13V,V,V,V,V,V,V,-,auto
33,34,21741,Connceted,43,13.5V,218V,217V,218V,V,V,V,-,auto
34,35,-,Not Connceted,44,-,-,-,-,-,-,-,-,-
35,36,10988,Connceted,45,14.6V,V,V,V,228V,234V,229V,-,auto
36,37,158,Connceted,46,14.1V,238V,239V,233V,V,V,V,-,auto
37,38,7616,Connceted,48,13.1V,V,V,V,V,V,V,-,auto
38,39,-,Not Connceted,49,-,-,-,-,-,-,-,-,-
39,40,-,Not Connceted,53,-,-,-,-,-,-,-,-,-
40,41,26698,Connceted,54,13.5V,221V,215V,215V,V,V,V,-,auto
41,42,-,Not Connceted,55,-,-,-,-,-,-,-,-,-
42,43,442,Connceted,56,12.6V,212V,212V,212V,V,V,V,-,auto
43,44,213,Connceted,57,13.7V,196V,224V,224V,V,V,V,-,auto
44,45,760,Connceted,58,13.6V,230V,222V,230V,V,V,V,-,auto
45,46,16682,Connceted,61,13.3V,214V,214V,216V,V,V,V,SHUTDOWN ALARM: Fail to Start,auto
46,47,455,Connceted,62,13.7V,204V,205V,205V,V,V,V,-,stop
47,48,1105,Connceted,73,13.5V,224V,238V,198V,V,V,V,SHUTDOWN ALARM: Fail to Start,auto
48,49,33807,Connceted,74,14.6V,5V,V,V,233V,241V,235V,-,auto
49,50,13,Connceted,107,13.7V,244,244V,240V,V,V,V,-,auto
