,Number/Click,Time,Connection Status,COM,Voltage,City_Volt_1,City_Volt_2,City_Volt_3,Gen_Volt_1,Gen_Volt_2,Gen_Volt_3,Alarm,Condition
0,1,-,Connceted,2,-,-,-,-,-,-,-,-,-
1,2,1325,Connceted,5,12.9V,V,V,V,V,V,V,-,auto
2,3,-,Not Connceted,8,-,-,-,-,-,-,-,-,-
3,4,2086,Connceted,9,12.9V,V,V,V,V,V,V,WARNING : Service Request,auto
4,5,315,Connceted,10,12.8V,V,V,V,V,V,V,WARNING : Service Request,auto
5,6,2423,Connceted,12,13.9V,227,225V,228V,V,V,V,-,auto
6,7,1173,Connceted,13,14.5V,25V,25V,25V,231V,234V,240V,-,auto
7,8,-,Not Connceted,14,-,-,-,-,-,-,-,-,-
8,9,2351,Connceted,15,12.8V,V,V,V,V,V,V,-,auto
9,10,14923,Connceted,16,14.4V,7V,V,V,231V,231V,233V,-,auto
10,11,-,Not Connceted,17,-,-,-,-,-,-,-,-,-
11,12,8831,Connceted,19,13.6V,207V,207V,207V,V,V,V,-,auto
12,13,18714,Connceted,20,13.3V,V,V,V,V,V,V,-,auto
13,14,206,Connceted,21,12.6V,V,V,V,V,V,V,SHUTDOWN ALARM: Fail to Start,auto
14,15,-,Not Connceted,22,-,-,-,-,-,-,-,-,-
15,16,2893,Connceted,23,13V,V,V,V,V,V,V,-,auto
16,17,28700,Connceted,24,12.9V,V,V,V,V,V,V,WARNING : Service Request,auto
17,18,4447,Connceted,25,13.6V,219V,218V,218V,V,V,V,-,auto
18,19,4501,Connceted,26,13.7V,209V,217V,225V,V,V,V,-,auto
19,20,3878,Connceted,27,15.1V,V,V,V,226V,236V,229V,-,auto
20,21,1751,Connceted,28,14.3V,V,V,V,216V,225V,235V,-,auto
21,22,3482,Connceted,29,13.8V,244,247V,248V,V,V,V,-,auto
22,23,4477,Connceted,30,13V,V,V,V,V,V,V,WARNING : Service Request,auto
23,24,37395,Connceted,31,13.7V,239V,238V,241V,V,V,V,-,auto
24,25,50242,Connceted,32,12.7V,V,V,V,V,V,V,-,auto
25,26,1524,Connceted,33,13.8V,216V,218V,219V,V,V,V,-,auto
26,27,1932,Connceted,34,13.4V,234V,234V,233V,V,V,V,WARNING : Low Oil Press. Sender,auto
27,28,920,Connceted,36,12.8V,V,V,V,V,V,V,WARNING : Service Request,auto
28,29,1255,Connceted,37,13.5V,214V,214V,214V,V,V,V,-,auto
29,30,3333,Connceted,38,13V,V,V,V,V,V,V,-,auto
30,31,1638,Connceted,39,13.6V,224V,227V,221V,V,V,V,-,auto
31,32,560,Connceted,41,13.8V,221V,221V,221V,V,V,V,-,auto
32,33,20032,Connceted,42,13V,V,V,V,V,V,V,-,auto
33,34,21742,Connceted,43,13.5V,218V,218V,218V,V,V,V,-,auto
34,35,-,Not Connceted,44,-,-,-,-,-,-,-,-,-
35,36,11135,Connceted,45,14.6V,V,V,V,229V,233V,230V,-,auto
36,37,158,Connceted,46,13.7V,237V,237V,237V,V,V,V,-,auto
37,38,7741,Connceted,48,14.3V,V,7V,8V,224V,234V,232V,WARNING : Service Request,auto
38,39,-,Not Connceted,49,-,-,-,-,-,-,-,-,-
39,40,-,Not Connceted,53,-,-,-,-,-,-,-,-,-
40,41,-,Not Connceted,54,-,-,-,-,-,-,-,-,-
41,42,-,Not Connceted,55,-,-,-,-,-,-,-,-,-
42,43,446,Connceted,56,13.9V,220V,220V,220V,V,V,V,-,auto
43,44,213,Connceted,57,13.7V,205V,231V,231V,V,V,V,-,auto
44,45,760,Connceted,58,13.6V,227,212V,226V,V,V,V,-,auto
45,46,16682,Connceted,61,13.3V,219V,218V,223V,V,V,V,SHUTDOWN ALARM: Fail to Start,auto
46,47,455,Connceted,62,13.8V,203V,203V,203V,V,V,V,-,auto
47,48,1106,Connceted,73,13.5V,214V,225V,226V,V,V,V,-,auto
48,49,33944,Connceted,74,13.1V,V,V,V,V,V,V,-,auto
49,50,513,Connceted,107,13.7V,248V,248V,243V,V,V,V,-,auto
50,51,72,Connceted,106,13.1V,227,230V,229V,V,V,V,-,auto
51,52,-,Not Connceted,104,-,-,-,-,-,-,-,-,-
52,53,-,Not Connceted,105,-,-,-,-,-,-,-,-,-
53,54,1,Connceted,103,13.8V,212V,212V,232V,V,V,V,-,auto
54,55,334,Connceted,102,13.7V,240V,239V,238V,V,V,V,-,auto
55,56,959,Connceted,91,13.5V,220V,252V,236V,V,V,V,-,auto
56,57,6166,Connceted,101,13.8V,221V,227V,228V,V,V,V,-,auto
57,58,10839,Connceted,100,13.8V,234V,232V,226V,V,V,V,-,auto
58,59,-,Not Connceted,99,-,-,-,-,-,-,-,-,-
59,60,23673,Connceted,98,13.3V,214V,217V,220V,V,V,V,-,auto
60,61,45,Connceted,97,13.9V,223V,223V,223V,V,V,V,|SHUTDOWN ALARM: Low Oil Press. Switch,auto
61,62,1,Connceted,94,13.8V,220V,220V,217V,V,V,V,-,auto
62,63,2801,Connceted,50,13.6V,214V,216V,216V,V,V,V,WARNING : Service Request,auto
63,64,638,Connceted,51,13.7V,228V,216V,236V,V,V,V,"WARNING : Service Request
SHUTDOWN ALARM: Fail to Start",auto
64,65,855,Connceted,93,13.8V,207V,221V,210V,V,V,V,-,auto
65,66,-,Not Connceted,92,-,-,-,-,-,-,-,-,-
66,67,-,Not Connceted,47,-,-,-,-,-,-,-,-,-
67,68,1308,Connceted,59,13.6V,233V,234V,216V,V,V,V,WARNING : Service Request,auto
68,69,21308,Connceted,60,14.2V,V,V,V,235V,226V,229V,-,auto
69,70,9460,Connceted,52,13.8V,220V,220V,245V,V,V,V,WARNING : Service Request,auto
70,71,11132,Connceted,1,13.6V,209V,220V,209V,V,V,V,-,auto
71,72,3052,Connceted,3,12.7V,V,V,V,V,V,V,-,auto
72,73,11671,Connceted,89,13.6V,224V,224V,225V,V,V,V,SHUTDOWN ALARM: Genset Low Voltage,auto
73,74,17,Connceted,87,13.6V,214V,211V,211V,V,V,V,-,auto
74,75,190,Connceted,86,13.3V,232V,211V,230V,V,V,V,-,auto
75,76,10443,Connceted,11,12.8V,V,V,V,V,V,V,-,auto
76,77,1063,Connceted,82,13.7V,234V,221V,224V,V,V,V,"WARNING : Service Request
SHUTDOWN ALARM: Fail to Start",auto
77,78,17037,Connceted,84,14.5V,V,51V,50V,230V,230V,227V,-,auto
78,79,20600,Connceted,7,13.6V,229V,227V,225V,V,V,V,|SHUTDOWN ALARM: Emergency Stop,stop
79,80,11769,Connceted,83,13.4V,230V,239V,240V,V,V,V,-,stop
80,81,7675,Connceted,72,13.4V,225V,218V,198V,V,V,V,WARNING : Service Request,auto
81,82,968,Connceted,71,13.6V,235V,217V,237V,V,V,V,-,auto
82,83,-,Not Connceted,70,-,-,-,-,-,-,-,-,-
