,Number/Click,Time,Connection Status,COM,Voltage,City_Volt_1,City_Volt_2,City_Volt_3,Gen_Volt_1,Gen_Volt_2,Gen_Volt_3,Alarm,Condition
0,1,-,Connceted,2,-,-,-,-,-,-,-,-,-
1,2,1383,Connceted,5,12.7V,V,V,V,V,V,V,-,auto
2,3,17520,Connceted,8,12.9V,V,V,V,V,V,V,-,auto
3,4,-,Not Connceted,9,-,-,-,-,-,-,-,-,-
4,5,366,Connceted,10,12.6V,V,V,V,V,V,V,WARNING : Service Request,auto
5,6,2428,Connceted,12,14.5V,V,V,V,225V,232V,225V,-,auto
6,7,1234,Connceted,13,12.8V,V,V,V,V,V,V,-,auto
7,8,-,Not Connceted,14,-,-,-,-,-,-,-,-,-
8,9,2427,Connceted,15,14.3V,V,V,V,236V,230V,235V,-,auto
9,10,14976,Connceted,16,12.9V,V,V,V,V,V,V,-,auto
10,11,-,Not Connceted,17,-,-,-,-,-,-,-,-,-
11,12,8831,Connceted,19,13.6V,212V,211V,211V,V,V,V,-,auto
12,13,18779,Connceted,20,14.6V,V,V,V,208V,213V,214V,-,auto
13,14,296,Connceted,21,14.6V,V,V,V,227,230V,228V,WARNING : Service Request,auto
14,15,-,Not Connceted,22,-,-,-,-,-,-,-,-,-
15,16,-,Not Connceted,23,-,-,-,-,-,-,-,-,-
16,17,32543,Connceted,24,14.6V,V,V,V,231V,235V,228V,-,auto
17,18,4447,Connceted,25,13.6V,220V,220V,220V,V,V,V,-,auto
18,19,4568,Connceted,26,14.1V,V,V,V,232V,233V,227V,-,auto
19,20,3935,Connceted,27,15.2V,V,V,V,225V,236V,229V,-,auto
20,21,1839,Connceted,28,14.3V,V,V,V,216V,224V,236V,-,auto
21,22,3482,Connceted,29,13.8V,243V,246V,247V,V,V,V,-,auto
22,23,4560,Connceted,30,14.5V,V,V,V,235V,228V,230V,WARNING : Service Request,auto
23,24,37395,Connceted,31,13.7V,239V,238V,241V,V,V,V,-,auto
24,25,50324,Connceted,32,14.4V,27V,27V,24V,217V,225V,221V,-,auto
25,26,1524,Connceted,33,13.8V,218V,221V,221V,V,V,V,-,auto
26,27,1941,Connceted,34,14.4V,V,V,V,232V,233V,231V,WARNING : Low Oil Press. Sender,auto
27,28,1017,Connceted,36,12.8V,V,V,V,V,V,V,-,auto
28,29,-,Not Connceted,37,-,-,-,-,-,-,-,-,-
29,30,3427,Connceted,38,12.9V,V,V,V,V,V,V,WARNING : Service Request,auto
30,31,-,Not Connceted,39,-,-,-,-,-,-,-,-,-
31,32,-,Not Connceted,41,-,-,-,-,-,-,-,-,-
32,33,20098,Connceted,42,14.8V,48V,43V,42V,226V,240V,235V,WARNING : Service Request,auto
33,34,-,Not Connceted,43,-,-,-,-,-,-,-,-,-
34,35,-,Not Connceted,44,-,-,-,-,-,-,-,-,-
35,36,20098,Connceted,45,14.6V,V,V,V,230V,233V,232V,-,auto
36,37,168,Connceted,46,14.5V,V,V,V,230V,230V,230V,-,auto
37,38,7818,Connceted,48,12.9V,V,V,V,V,V,V,-,auto
38,39,-,Not Connceted,49,-,-,-,-,-,-,-,-,-
39,40,-,Not Connceted,54,-,-,-,-,-,-,-,-,-
40,41,-,Not Connceted,55,-,-,-,-,-,-,-,-,-
41,42,458,Connceted,56,14.5V,V,V,V,228V,235V,237V,-,auto
42,43,214,Connceted,57,13.7V,194V,226V,226V,V,V,V,-,auto
43,44,761,Connceted,58,13.6V,213V,208V,213V,V,V,V,-,auto
44,45,1818,Connceted,80,13.7V,227,216V,215V,V,V,V,-,auto
45,46,-,Not Connceted,18,-,-,-,-,-,-,-,-,-
46,47,-,Not Connceted,155,-,-,-,-,-,-,-,-,-
47,48,-,Not Connceted,95,-,-,-,-,-,-,-,-,-
48,49,5083,Connceted,124,13.4V,232V,226V,232V,V,V,V,-,auto
49,50,798,Connceted,35,13.7V,247,247V,246V,V,V,V,-,auto
50,51,1130,Connceted,120,14.6V,V,V,V,229V,227V,227V,-,auto
51,52,527,Connceted,81,13.8V,208V,209V,203V,V,V,V,-,auto
52,53,1320,Connceted,40,13.6V,216V,223V,217V,V,V,V,-,auto
53,54,1394,Connceted,6,12.8V,V,V,V,V,V,V,-,auto
54,55,14318,Connceted,88,13.8V,207V,207V,207V,V,V,V,WARNING : Service Request,auto
55,56,9475,Connceted,152,13.6V,232V,234V,230V,V,V,V,-,auto
56,57,-,Not Connceted,156,-,-,-,-,-,-,-,-,-
57,58,292,Connceted,150,13.6V,223V,237V,237V,V,V,V,-,auto
