,Number/Click,Time,Connection Status,COM,Voltage,City_Volt_1,City_Volt_2,City_Volt_3,Gen_Volt_1,Gen_Volt_2,Gen_Volt_3,Alarm,Condition
0,1,-,Connceted,2,-,-,-,-,-,-,-,-,-
1,2,1336,Connceted,5,13V,V,V,V,V,V,V,-,auto
2,3,17488,Connceted,8,12.8V,V,V,V,V,V,V,-,auto
3,4,2106,Connceted,9,12.7V,V,V,V,V,V,V,WARNING : Service Request,auto
4,5,325,Connceted,10,12.6V,V,V,V,V,V,V,WARNING : Service Request,auto
5,6,2423,Connceted,12,13.9V,227,225V,227V,V,V,V,-,auto
6,7,1189,Connceted,13,12.7V,V,V,V,V,V,V,-,auto
7,8,-,Not Connceted,14,-,-,-,-,-,-,-,-,-
8,9,2363,Connceted,15,12.8V,V,V,V,V,V,V,-,auto
9,10,14932,Connceted,16,14.4V,7V,V,V,231V,231V,232V,-,auto
10,11,-,Not Connceted,17,-,-,-,-,-,-,-,-,-
11,12,8831,Connceted,19,13.5V,208V,208V,208V,V,V,V,-,auto
12,13,18726,Connceted,20,13.5V,V,V,V,V,V,V,-,auto
13,14,226,Connceted,21,12.6V,V,V,V,V,V,V,-,auto
14,15,-,Not Connceted,22,-,-,-,-,-,-,-,-,-
15,16,2906,Connceted,23,12.9V,V,V,V,V,V,V,-,auto
16,17,28716,Connceted,24,14.5V,V,V,V,230V,234V,228V,WARNING : Service Request,auto
17,18,4447,Connceted,25,13.6V,220V,219V,219V,V,V,V,-,auto
18,19,4501,Connceted,26,13.7V,209V,217V,225V,V,V,V,-,auto
19,20,3892,Connceted,27,13.4V,V,V,V,V,V,V,-,auto
20,21,1770,Connceted,28,12.5V,V,V,V,V,V,V,-,auto
21,22,3482,Connceted,29,13.8V,245V,248V,250V,V,V,V,-,auto
22,23,4494,Connceted,30,14.5V,V,V,V,235V,228V,231V,WARNING : Service Request,auto
23,24,37395,Connceted,31,13.7V,239V,238V,241V,V,V,V,-,auto
24,25,50260,Connceted,32,12.7V,V,V,V,V,V,V,-,auto
25,26,1524,Connceted,33,13.8V,217V,220V,220V,V,V,V,-,auto
26,27,1932,Connceted,34,13.4V,232V,232V,230V,V,V,V,-,auto
27,28,942,Connceted,36,14.3V,5V,V,7V,231V,232V,230V,WARNING : Service Request,auto
28,29,1255,Connceted,37,13.6V,214V,215V,215V,V,V,V,-,auto
29,30,3350,Connceted,38,14.4V,2V,V,V,233V,230V,223V,-,auto
30,31,1638,Connceted,39,13.6V,223V,231V,225V,V,V,V,-,auto
31,32,560,Connceted,41,13.8V,221V,221V,221V,V,V,V,-,auto
32,33,20044,Connceted,42,13V,V,V,V,V,V,V,-,auto
33,34,21742,Connceted,43,13.5V,213V,212V,213V,V,V,V,-,auto
34,35,-,Not Connceted,44,-,-,-,-,-,-,-,-,-
35,36,11149,Connceted,45,12.8V,V,V,V,V,V,V,-,auto
36,37,158,Connceted,46,13.9V,238V,237V,233V,V,V,V,-,auto
37,38,7753,Connceted,48,13.1V,V,V,V,V,V,V,WARNING : Service Request,auto
