,Number/Click,Time,Connection Status,COM,Voltage,City_Volt_1,City_Volt_2,City_Volt_3,Gen_Volt_1,Gen_Volt_2,Gen_Volt_3,Alarm,Condition
0,1,-,Connceted,2,-,-,-,-,-,-,-,-,-
1,2,1408,Connceted,5,12.8V,V,V,V,V,V,V,-,auto
2,3,17538,Connceted,8,12.7V,V,V,V,V,V,V,-,auto
3,4,2222,Connceted,9,14.3V,V,V,V,233V,227V,231V,WARNING : Service Request,auto
4,5,390,Connceted,10,12.8V,V,V,V,V,V,V,WARNING : Service Request,auto
5,6,2458,Connceted,12,13.8V,222V,221V,224V,V,V,V,-,auto
6,7,1263,Connceted,13,12.7V,V,V,V,V,V,V,-,auto
7,8,-,Not Connceted,14,-,-,-,-,-,-,-,-,-
8,9,2459,Connceted,15,12.8V,V,V,V,V,V,V,-,auto
9,10,14999,Connceted,16,12.9V,V,V,V,V,V,V,-,auto
10,11,-,Not Connceted,17,-,-,-,-,-,-,-,-,-
11,12,8831,Connceted,19,13.5V,217V,216V,216V,V,V,V,-,auto
12,13,-,Connceted,20,-,-,-,-,-,-,-,-,-
13,14,335,Connceted,21,14.6V,V,V,V,226V,225V,230V,WARNING : Service Request,auto
14,15,-,Not Connceted,22,-,-,-,-,-,-,-,-,-
15,16,3004,Connceted,23,12.8V,V,V,V,V,V,V,-,auto
16,17,15,Connceted,24,13.4V,V,V,V,V,V,V,-,auto
17,18,4447,Connceted,25,13.6V,220V,220V,219V,V,V,V,-,auto
18,19,4627,Connceted,26,13.7V,227,216V,219V,V,V,V,-,auto
19,20,3961,Connceted,27,15V,V,V,V,226V,237V,229V,-,auto
20,21,1881,Connceted,28,14.3V,V,V,V,218V,222V,230V,WARNING : Service Request,auto
21,22,3482,Connceted,29,13.8V,244,247V,248V,V,V,V,-,auto
22,23,4596,Connceted,30,12.7V,V,V,V,V,V,V,WARNING : Service Request,auto
23,24,37395,Connceted,31,13.7V,241V,240V,243V,V,V,V,-,auto
24,25,50360,Connceted,32,12.7V,V,V,V,V,V,V,WARNING : Service Request,auto
25,26,1526,Connceted,33,13.8V,218V,221V,221V,V,V,V,-,auto
26,27,1958,Connceted,34,13.4V,219V,218V,218V,V,V,V,-,auto
27,28,1061,Connceted,36,13.1V,V,V,V,V,V,V,-,auto
28,29,-,Not Connceted,37,-,-,-,-,-,-,-,-,-
29,30,3466,Connceted,38,12.6V,V,V,V,V,V,V,WARNING : Service Request,auto
30,31,1652,Connceted,39,14.5V,V,V,V,230V,232V,227V,-,auto
31,32,-,Not Connceted,41,-,-,-,-,-,-,-,-,-
32,33,20124,Connceted,42,12.8V,V,V,V,V,V,V,-,auto
33,34,-,Not Connceted,43,-,-,-,-,-,-,-,-,-
34,35,-,Not Connceted,44,-,-,-,-,-,-,-,-,-
35,36,11258,Connceted,45,14.6V,V,V,V,229V,234V,230V,-,auto
36,37,192,Connceted,46,13.8V,233V,233V,234V,V,V,V,-,auto
37,38,7848,Connceted,48,13V,V,V,V,V,V,V,-,auto
38,39,-,Not Connceted,49,-,-,-,-,-,-,-,-,-
39,40,26698,Connceted,54,13.5V,222V,207V,207V,V,V,V,-,auto
40,41,-,Not Connceted,55,-,-,-,-,-,-,-,-,-
41,42,458,Connceted,56,13.9V,219V,219V,219V,V,V,V,-,auto
42,43,215,Connceted,57,14.7V,V,V,V,234V,233V,234V,-,auto
43,44,763,Connceted,58,13.6V,214V,206V,213V,V,V,V,-,auto
44,45,1818,Connceted,80,13.7V,227,219V,217V,V,V,V,-,auto
45,46,-,Not Connceted,18,-,-,-,-,-,-,-,-,-
46,47,-,Not Connceted,155,-,-,-,-,-,-,-,-,-
47,48,-,Not Connceted,95,-,-,-,-,-,-,-,-,-
