,Number/Click,Time,Connection Status,COM,Voltage,City_Volt_1,City_Volt_2,City_Volt_3,Gen_Volt_1,Gen_Volt_2,Gen_Volt_3,Alarm,Condition
0,1,-,Connceted,2,-,-,-,-,-,-,-,-,-
1,2,1347,Connceted,5,14.5V,8V,V,V,231V,231V,232V,-,auto
2,3,17495,Connceted,8,14.4V,5V,V,5V,233V,234V,231V,-,auto
3,4,2128,Connceted,9,12.8V,V,V,V,V,V,V,WARNING : Service Request,auto
4,5,337,Connceted,10,12.8V,V,V,V,V,V,V,WARNING : Service Request,auto
5,6,2423,Connceted,12,13.9V,228V,225V,228V,V,V,V,-,auto
6,7,1203,Connceted,13,12.7V,V,V,V,V,V,V,-,auto
7,8,-,Not Connceted,14,-,-,-,-,-,-,-,-,-
8,9,2377,Connceted,15,13.2V,V,V,V,V,V,V,-,auto
9,10,14942,Connceted,16,14.4V,6V,V,V,231V,231V,232V,-,auto
10,11,-,Not Connceted,17,-,-,-,-,-,-,-,-,-
11,12,8831,Connceted,19,13.6V,209V,209V,209V,V,V,V,-,auto
12,13,18738,Connceted,20,13V,V,V,V,V,V,V,-,auto
13,14,246,Connceted,21,12.7V,V,V,V,V,V,V,-,auto
14,15,-,Not Connceted,22,-,-,-,-,-,-,-,-,-
15,16,2917,Connceted,23,12.7V,V,V,V,V,V,V,-,auto
16,17,28734,Connceted,24,12.9V,V,V,V,V,V,V,-,auto
17,18,4447,Connceted,25,13.6V,221V,220V,220V,V,V,V,-,auto
18,19,4501,Connceted,26,13.7V,214V,212V,230V,V,V,V,-,auto
19,20,3903,Connceted,27,13.2V,V,V,V,V,V,V,-,auto
20,21,1789,Connceted,28,12.7V,V,V,V,V,V,V,-,auto
21,22,3482,Connceted,29,13.8V,247,250V,251V,V,V,V,-,auto
22,23,4514,Connceted,30,13V,V,V,V,V,V,V,WARNING : Service Request,auto
23,24,37395,Connceted,31,13.7V,239V,238V,241V,V,V,V,-,auto
24,25,50278,Connceted,32,12.8V,V,V,V,V,V,V,-,auto
25,26,1524,Connceted,33,13.8V,218V,221V,221V,V,V,V,-,auto
26,27,1932,Connceted,34,13.4V,230V,230V,229V,V,V,V,-,auto
27,28,964,Connceted,36,13.3V,V,V,V,V,V,V,-,auto
28,29,1255,Connceted,37,13.6V,217V,218V,218V,V,V,V,-,auto
29,30,3368,Connceted,38,12.7V,V,V,V,V,V,V,-,auto
30,31,-,Connceted,39,-,-,-,-,-,-,-,-,-
31,32,560,Connceted,41,13.8V,225V,225V,225V,V,V,V,-,auto
32,33,20058,Connceted,42,12.8V,V,V,V,V,V,V,-,auto
33,34,21742,Connceted,43,13.6V,212V,212V,212V,V,V,V,-,auto
34,35,-,Not Connceted,44,-,-,-,-,-,-,-,-,-
35,36,11170,Connceted,45,14.6V,V,V,V,228V,235V,228V,-,auto
36,37,158,Connceted,46,13.7V,238V,238V,238V,V,V,V,-,auto
37,38,7771,Connceted,48,13V,V,V,V,V,V,V,-,auto
38,39,-,Not Connceted,49,-,-,-,-,-,-,-,-,-
39,40,-,Not Connceted,54,-,-,-,-,-,-,-,-,-
40,41,-,Not Connceted,55,-,-,-,-,-,-,-,-,-
41,42,446,Connceted,56,13.9V,225V,225V,225V,V,V,V,-,auto
42,43,213,Connceted,57,13.7V,217V,219V,219V,V,V,V,-,auto
43,44,760,Connceted,58,13.6V,219V,217V,219V,V,V,V,-,auto
44,45,1818,Connceted,80,13.6V,225V,224V,218V,V,V,V,-,auto
45,46,-,Not Connceted,18,-,-,-,-,-,-,-,-,-
