,Number/Click,Time,Connection Status,COM,Voltage,City_Volt_1,City_Volt_2,City_Volt_3,Gen_Volt_1,Gen_Volt_2,Gen_Volt_3,Alarm,Condition
0,1,-,Connceted,2,-,-,-,-,-,-,-,-,-
1,2,1314,Connceted,5,14.5V,9V,V,V,230V,231V,232V,-,auto
2,3,-,Not Connceted,8,-,-,-,-,-,-,-,-,-
3,4,2064,Connceted,9,12.8V,V,V,V,V,V,V,WARNING : Service Request,auto
4,5,303,Connceted,10,12.7V,V,V,V,V,V,V,WARNING : Service Request,auto
5,6,2423,Connceted,12,13.9V,229V,228V,229V,V,V,V,-,auto
6,7,1156,Connceted,13,14.4V,25V,25V,25V,232V,234V,241V,-,test
7,8,-,Not Connceted,14,-,-,-,-,-,-,-,-,-
8,9,2339,Connceted,15,12.9V,V,V,V,V,V,V,WARNING : Service Request,auto
9,10,14916,Connceted,16,13V,V,V,V,V,V,V,-,auto
10,11,-,Not Connceted,17,-,-,-,-,-,-,-,-,-
11,12,-,Not Connceted,19,-,-,-,-,-,-,-,-,-
12,13,18702,Connceted,20,13.3V,V,V,V,V,V,V,WARNING : Service Request,auto
13,14,187,Connceted,21,14.5V,V,V,V,227,226V,229V,-,auto
14,15,-,Not Connceted,22,-,-,-,-,-,-,-,-,-
15,16,2880,Connceted,23,14.5V,20V,15V,17V,230V,230V,232V,-,auto
16,17,28683,Connceted,24,14.5V,V,V,V,231V,235V,228V,WARNING : Service Request,auto
17,18,4447,Connceted,25,13.6V,219V,219V,219V,V,V,V,-,auto
18,19,4501,Connceted,26,13.7V,213V,220V,227V,V,V,V,-,auto
19,20,3866,Connceted,27,13.3V,V,V,V,V,V,V,-,auto
20,21,1732,Connceted,28,14.3V,V,V,V,216V,224V,235V,-,auto
21,22,3481,Connceted,29,13.8V,246V,248V,248V,V,V,V,SHUTDOWN ALARM: Genset Low Voltage,auto
22,23,4458,Connceted,30,14.5V,V,V,V,234V,230V,231V,WARNING : Service Request,auto
23,24,37395,Connceted,31,13.7V,240V,239V,241V,V,V,V,-,auto
24,25,502241,Connceted,32,12.7V,V,V,V,V,V,V,-,auto
25,26,1524,Connceted,33,13.8V,216V,220V,219V,V,V,V,-,auto
26,27,1932,Connceted,34,13.4V,237V,237V,236V,V,V,V,WARNING : Low Oil Press. Sender,auto
27,28,900,Connceted,36,13.5V,V,V,V,V,V,V,WARNING : Service Request,auto
28,29,1255,Connceted,37,13.5V,216V,216V,216V,V,V,V,-,auto
29,30,3315,Connceted,38,12.7V,V,V,V,V,V,V,-,auto
30,31,1638,Connceted,39,13.6V,219V,225V,226V,V,V,V,-,auto
31,32,555,Connceted,41,13.8V,225V,225V,224V,V,V,V,-,auto
32,33,20018,Connceted,42,13V,V,V,V,V,V,V,-,auto
33,34,21742,Connceted,43,13.5V,216V,216V,216V,V,V,V,-,auto
34,35,-,Not Connceted,44,-,-,-,-,-,-,-,-,-
35,36,11121,Connceted,45,14.6V,V,V,V,228V,234V,229V,-,auto
36,37,158,Connceted,46,13.8V,240V,240V,239V,V,V,V,-,auto
37,38,7729,Connceted,48,13.2V,V,V,V,V,V,V,-,auto
38,39,-,Not Connceted,49,-,-,-,-,-,-,-,-,-
39,40,-,Not Connceted,53,-,-,-,-,-,-,-,-,-
40,41,-,Not Connceted,54,-,-,-,-,-,-,-,-,-
41,42,-,Not Connceted,55,-,-,-,-,-,-,-,-,-
42,43,446,Connceted,56,13.9V,225V,225V,225V,V,V,V,-,auto
43,44,213,Connceted,57,13.7V,222V,239V,239V,V,V,V,-,auto
44,45,760,Connceted,58,13.6V,226V,215V,225V,V,V,V,-,auto
45,46,16682,Connceted,61,13.3V,226V,226V,211V,V,V,V,SHUTDOWN ALARM: Fail to Start,auto
46,47,455,Connceted,62,13.8V,212V,213V,213V,V,V,V,-,stop
47,48,1105,Connceted,73,13.5V,223V,220V,232V,V,V,V,SHUTDOWN ALARM: Fail to Start,auto
48,49,33927,Connceted,74,13V,V,V,V,V,V,V,-,auto
49,50,13,Connceted,107,13.7V,252V,251V,247V,V,V,V,-,auto
50,51,71,Connceted,106,13.1V,231V,234V,232V,V,V,V,-,auto
51,52,-,Not Connceted,104,-,-,-,-,-,-,-,-,-
52,53,-,Not Connceted,105,-,-,-,-,-,-,-,-,-
53,54,1,Connceted,103,13.6V,194V,194V,236V,V,V,V,-,auto
54,55,332,Connceted,102,13.7V,241V,241V,239V,V,V,V,-,auto
55,56,-,Not Connceted,91,-,-,-,-,-,-,-,-,-
56,57,6166,Connceted,101,13.8V,220V,227V,228V,V,V,V,-,auto
57,58,10839,Connceted,100,13.7V,233V,230V,233V,V,V,V,-,auto
58,59,-,Not Connceted,99,-,-,-,-,-,-,-,-,-
59,60,23673,Connceted,98,13.3V,223V,220V,229V,V,V,V,-,auto
60,61,45,Connceted,97,13.8V,244,189V,189V,V,V,V,|SHUTDOWN ALARM: Low Oil Press. Switch,auto
61,62,1,Connceted,94,13.8V,219V,219V,216V,V,V,V,-,auto
62,63,2801,Connceted,50,13.6V,216V,219V,219V,V,V,V,WARNING : Service Request,auto
63,64,638,Connceted,51,13.7V,227,216V,237V,V,V,V,"WARNING : Service Request
SHUTDOWN ALARM: Fail to Start",auto
64,65,855,Connceted,93,13.8V,206V,226V,216V,V,V,V,-,auto
65,66,-,Not Connceted,92,-,-,-,-,-,-,-,-,-
66,67,-,Not Connceted,47,-,-,-,-,-,-,-,-,-
67,68,1308,Connceted,59,13.6V,230V,233V,225V,V,V,V,WARNING : Service Request,auto
68,69,21288,Connceted,60,12.7V,V,V,V,V,V,V,-,auto
69,70,9457,Connceted,52,13.8V,218V,218V,246V,V,V,V,WARNING : Service Request,auto
70,71,11128,Connceted,1,13.7V,213V,220V,213V,V,V,V,-,auto
71,72,3032,Connceted,3,12.7V,V,V,V,V,V,V,-,auto
72,73,11671,Connceted,89,13.6V,227,227V,227V,V,V,V,SHUTDOWN ALARM: Genset Low Voltage,auto
73,74,16,Connceted,87,13.6V,215V,209V,209V,V,V,V,-,auto
74,75,190,Connceted,86,13.3V,233V,214V,233V,V,V,V,-,auto
75,76,10432,Connceted,11,12.8V,V,V,V,V,V,V,-,auto
76,77,1063,Connceted,82,13.7V,225V,229V,231V,V,V,V,"WARNING : Service Request
SHUTDOWN ALARM: Fail to Start",auto
77,78,17014,Connceted,84,14.5V,V,51V,50V,231V,230V,226V,-,auto
78,79,20600,Connceted,7,13.7V,230V,226V,225V,V,V,V,|SHUTDOWN ALARM: Emergency Stop,stop
79,80,11769,Connceted,83,13.4V,231V,239V,240V,V,V,V,-,stop
80,81,7646,Connceted,72,13.4V,227,215V,198V,V,V,9V,WARNING : Service Request,auto
81,82,968,Connceted,71,13.6V,239V,222V,236V,V,V,V,-,auto
82,83,-,Not Connceted,70,-,-,-,-,-,-,-,-,-
83,84,937,Connceted,69,13.6V,220V,219V,224V,V,V,V,-,auto
84,85,-,Not Connceted,66,-,-,-,-,-,-,-,-,-
85,86,-,Not Connceted,64,-,-,-,-,-,-,-,-,-
86,87,10246,Connceted,63,14.4V,5V,V,V,226V,220V,220V,-,auto
87,88,-,Not Connceted,67,-,-,-,-,-,-,-,-,-
88,89,104,Connceted,65,13.6V,219V,236V,227V,V,V,V,-,auto
89,90,77,Connceted,78,13.8V,228V,221V,221V,V,V,V,WARNING : Service Request,auto
90,91,2709,Connceted,68,13.7V,235V,241V,236V,V,V,V,-,auto
91,92,1378,Connceted,79,12.6V,V,V,V,V,V,V,WARNING : Service Request,auto
92,93,599,Connceted,76,13.8V,233V,233V,232V,V,V,V,-,auto
93,94,-,Not Connceted,75,-,-,-,-,-,-,-,-,-
94,95,-,Not Connceted,77,-,-,-,-,-,-,-,-,-
95,96,1342,Connceted,108,13.2V,221V,229V,222V,V,V,V,-,auto
96,97,-,Not Connceted,109,-,-,-,-,-,-,-,-,-
97,98,80,Connceted,110,13.8V,239V,241V,239V,V,V,V,-,auto
98,99,-,Not Connceted,111,-,-,-,-,-,-,-,-,-
99,100,211,Connceted,112,13.5V,243V,232V,250V,V,V,V,-,auto
100,101,-,Not Connceted,113,-,-,-,-,-,-,-,-,-
101,102,1811,Connceted,114,13.7V,233V,238V,241V,V,V,V,WARNING : Service Request,auto
102,103,22797,Connceted,115,14.5V,V,V,V,234V,233V,240V,-,auto
103,104,1639,Connceted,116,13.7V,239V,248V,232V,V,V,V,-,auto
104,105,30,Connceted,117,13.7V,220V,216V,250V,V,V,V,-,auto
105,106,233,Connceted,118,13.5V,215V,215V,200V,V,V,V,-,auto
106,107,2547,Connceted,119,13.4V,210V,215V,213V,V,V,V,-,auto
107,108,51,Connceted,121,13.3V,242,231V,221V,V,V,V,-,auto
108,109,-,Connceted,122,-,-,-,-,-,-,-,-,-
109,110,100,Connceted,123,13.7V,227,234V,233V,V,V,V,-,auto
110,111,4332,Connceted,125,13.6V,223V,223V,223V,V,V,V,"WARNING : Service Request
‘SHUTDOWN ALARM: Low Oil Press. Sender",auto
111,112,2259,Connceted,126,13.9V,201V,200V,200V,V,V,V,-,auto
112,113,134,Connceted,127,13.4V,221V,215V,250V,V,V,V,-,auto
113,114,217,Connceted,128,13.6V,228V,236V,222V,V,V,V,-,auto
114,115,17,Connceted,129,13.5V,208V,229V,220V,V,V,V,-,auto
115,116,149,Connceted,130,13.7V,217V,217V,217V,V,V,V,-,auto
116,117,119,Connceted,131,13.8V,222V,223V,224V,V,V,V,-,auto
117,118,872,Connceted,132,13.6V,232V,222V,241V,V,V,V,-,auto
118,119,88,Connceted,134,14.5V,235V,234V,232V,V,V,V,-,auto
119,120,169,Connceted,133,13.1V,237V,237V,237V,V,V,V,-,auto
120,121,-,Connceted,135,-,-,-,-,-,-,-,-,-
121,122,10879,Connceted,136,13.5V,226V,226V,225V,V,V,V,-,stop
122,123,-,Not Connceted,137,-,-,-,-,-,-,-,-,-
123,124,364,Connceted,138,13.6V,239V,240V,236V,V,V,V,-,auto
124,125,-,Not Connceted,139,-,-,-,-,-,-,-,-,-
125,126,381,Connceted,140,13.5V,224V,224V,221V,V,V,V,-,auto
