,Number/Click,Time,Connection Status,COM,Voltage,City_Volt_1,City_Volt_2,City_Volt_3,Gen_Volt_1,Gen_Volt_2,Gen_Volt_3,Alarm,Condition
0,1,-,Connceted,2,-,-,-,-,-,-,-,-,-
1,2,1481,Connceted,5,12.9V,V,V,V,V,V,V,-,auto
2,3,17591,Connceted,8,14.5V,5V,V,5V,239V,234V,230V,-,auto
3,4,2366,Connceted,9,13.4V,V,V,V,V,V,V,-,auto
4,5,475,Connceted,10,13V,V,V,V,V,V,V,WARNING : Service Request,auto
5,6,2459,Connceted,12,13.9V,221V,229V,216V,V,V,V,-,auto
6,7,1366,Connceted,13,14.5V,25V,25V,25V,232V,233V,240V,-,auto
7,8,-,Not Connceted,14,-,-,-,-,-,-,-,-,-
8,9,2570,Connceted,15,13V,V,V,V,V,V,V,-,auto
9,10,15079,Connceted,16,12.7V,V,V,V,V,V,V,WARNING : Service Request,auto
10,11,-,Not Connceted,17,-,-,-,-,-,-,-,-,-
11,12,8834,Connceted,19,13.6V,219V,218V,218V,V,V,V,-,auto
12,13,18900,Connceted,20,12.8V,V,V,V,V,V,V,-,auto
13,14,475,Connceted,21,12.9V,V,V,V,V,V,V,-,auto
14,15,-,Not Connceted,22,-,-,-,-,-,-,-,-,-
15,16,3091,Connceted,23,14.4V,19V,14V,16V,230V,230V,231V,-,auto
16,17,135,Connceted,24,14.3V,V,V,V,233V,233V,233V,-,auto
17,18,4450,Connceted,25,13.6V,220V,219V,219V,V,V,V,-,auto
18,19,4627,Connceted,26,13.6V,229V,224V,197V,V,V,V,-,auto
19,20,4054,Connceted,27,13.9V,V,V,V,V,V,V,WARNING : Service Request,auto
20,21,2023,Connceted,28,14.4V,V,V,V,218V,223V,231V,-,auto
21,22,3482,Connceted,29,13.8V,245V,247V,249V,V,V,V,-,auto
22,23,4721,Connceted,30,12.9V,V,V,V,V,V,V,-,auto
23,24,37396,Connceted,31,13.7V,241V,239V,243V,V,V,V,-,auto
24,25,50487,Connceted,32,13.1V,V,V,V,V,V,V,-,auto
25,26,1526,Connceted,33,13.8V,216V,220V,219V,V,V,V,-,auto
26,27,1959,Connceted,34,13.4V,235V,235V,234V,V,V,V,-,auto
27,28,1211,Connceted,36,14.4V,V,V,7V,231V,232V,230V,WARNING : Service Request,auto
28,29,1255,Connceted,37,13.6V,219V,219V,219V,V,V,V,-,auto
29,30,3610,Connceted,38,14.4V,2V,V,V,233V,229V,218V,-,auto
30,31,1665,Connceted,39,13.6V,218V,227V,225V,V,V,V,-,auto
31,32,576,Connceted,41,13.8V,231V,231V,231V,V,V,V,-,auto
32,33,20211,Connceted,42,12.7V,V,V,V,V,V,V,-,auto
33,34,-,Not Connceted,43,-,-,-,-,-,-,-,-,-
34,35,-,Not Connceted,44,-,-,-,-,-,-,-,-,-
35,36,11370,Connceted,45,12.8V,V,V,V,V,V,V,-,auto
36,37,196,Connceted,46,14.4V,235V,237V,232V,V,V,V,-,auto
37,38,7941,Connceted,48,12.8V,V,V,V,V,V,V,-,auto
38,39,-,Not Connceted,49,-,-,-,-,-,-,-,-,-
39,40,26698,Connceted,54,13.5V,214V,221V,222V,V,V,V,-,auto
40,41,-,Not Connceted,55,-,-,-,-,-,-,-,-,-
41,42,26698,Connceted,56,13.5V,215V,221V,222V,V,V,V,-,auto
42,43,220,Connceted,57,13.7V,210V,216V,216V,V,V,V,-,auto
43,44,766,Connceted,58,13.6V,216V,202V,215V,V,V,V,-,auto
44,45,1819,Connceted,80,13.6V,225V,216V,215V,V,V,V,-,auto
45,46,-,Not Connceted,18,-,-,-,-,-,-,-,-,-
46,47,-,Not Connceted,155,-,-,-,-,-,-,-,-,-
47,48,85,Connceted,95,13.2V,V,V,V,V,V,V,-,auto
48,49,5083,Connceted,124,13.5V,227,216V,226V,V,V,V,-,auto
49,50,798,Connceted,35,13.7V,232V,232V,232V,V,V,V,-,auto
