,Number/Click,Time,Connection Status,COM,Voltage,City_Volt_1,City_Volt_2,City_Volt_3,Gen_Volt_1,Gen_Volt_2,Gen_Volt_3,Alarm,Condition
0,1,-,Connceted,2,-,-,-,-,-,-,-,-,-
1,2,-,Connceted,5,-,-,-,-,-,-,-,-,-
2,3,17635,Connceted,8,14.6V,6V,5V,5V,242,239V,228V,-,auto
3,4,2478,Connceted,9,14.3V,V,V,V,230V,233V,226V,-,auto
4,5,541,Connceted,10,14.6V,V,V,V,227,233V,230V,-,auto
5,6,2459,Connceted,12,13.9V,223V,226V,227V,V,V,V,-,auto
6,7,1450,Connceted,13,12.9V,V,V,V,V,V,V,-,auto
7,8,-,Not Connceted,14,-,-,-,-,-,-,-,-,-
8,9,2664,Connceted,15,12.8V,V,V,V,V,V,V,WARNING : Service Request,auto
9,10,15137,Connceted,16,13V,V,V,V,V,V,V,-,auto
10,11,-,Not Connceted,17,-,-,-,-,-,-,-,-,-
11,12,8834,Connceted,19,13.6V,205V,205V,205V,V,V,V,-,auto
12,13,18969,Connceted,20,12.8V,V,V,V,V,V,V,-,auto
13,14,580,Connceted,21,12.7V,V,V,V,V,V,V,-,auto
14,15,-,Not Connceted,22,-,-,-,-,-,-,-,-,-
15,16,3155,Connceted,23,14.5V,19V,15V,16V,231V,230V,232V,-,auto
16,17,226,Connceted,24,14.3V,V,V,V,231V,231V,235V,-,auto
17,18,4450,Connceted,25,13.6V,219V,219V,219V,V,V,V,-,auto
18,19,4627,Connceted,26,13.5V,228V,226V,194V,V,V,V,-,auto
19,20,4125,Connceted,27,13.3V,V,V,V,V,V,V,-,auto
20,21,2172,Connceted,28,12.7V,V,V,V,V,V,V,-,auto
21,22,3489,Connceted,29,13.8V,244,246V,247V,V,V,V,-,auto
22,23,4823,Connceted,30,12.8V,V,V,V,V,V,V,-,auto
23,24,37397,Connceted,31,13.7V,236V,235V,238V,V,V,V,-,auto
