,Number/Click,Time,Connection Status,COM,Voltage,City_Volt_1,City_Volt_2,City_Volt_3,Gen_Volt_1,Gen_Volt_2,Gen_Volt_3,Alarm,Condition
0,1,-,Connceted,2,-,-,-,-,-,-,-,-,-
1,2,1563,Connceted,5,13V,V,V,V,V,V,V,-,auto
2,3,17641,Connceted,8,14.4V,5V,V,5V,241V,235V,229V,-,test
3,4,2490,Connceted,9,14.3V,V,V,V,230V,234V,225V,-,auto
4,5,548,Connceted,10,12.8V,V,V,V,V,V,V,-,auto
5,6,2459,Connceted,12,13.9V,224V,228V,229V,V,V,V,-,auto
6,7,1461,Connceted,13,14.5V,25V,25V,25V,231V,234V,239V,-,auto
7,8,-,Not Connceted,14,-,-,-,-,-,-,-,-,-
8,9,2680,Connceted,15,12.9V,V,V,V,V,V,V,WARNING : Service Request,auto
9,10,15143,Connceted,16,12.9V,V,V,V,V,V,V,-,auto
10,11,-,Not Connceted,17,-,-,-,-,-,-,-,-,-
11,12,8834,Connceted,19,13.5V,212V,211V,211V,V,V,V,-,auto
12,13,18978,Connceted,20,13.1V,V,V,V,V,V,V,-,auto
13,14,593,Connceted,21,13.1V,V,V,V,V,V,V,-,auto
14,15,-,Not Connceted,22,-,-,-,-,-,-,-,-,-
15,16,3162,Connceted,23,12.7V,V,V,V,V,V,V,-,auto
16,17,237,Connceted,24,12.7V,V,V,V,V,V,V,-,auto
17,18,4450,Connceted,25,13.6V,220V,220V,220V,V,V,V,-,auto
18,19,4627,Connceted,26,13.7V,224V,215V,223V,V,V,V,-,auto
19,20,4133,Connceted,27,13.4V,V,V,V,V,V,V,-,auto
20,21,2184,Connceted,28,12.9V,V,V,V,V,V,V,-,auto
21,22,3489,Connceted,29,13.8V,246V,247V,249V,V,V,V,-,auto
22,23,4835,Connceted,30,14.5V,V,V,V,235V,228V,231V,-,auto
23,24,37397,Connceted,31,13.7V,236V,235V,238V,V,V,V,-,auto
24,25,50603,Connceted,32,14.4V,V,10V,7V,223V,222V,224V,-,auto
25,26,1526,Connceted,33,13.8V,222V,224V,224V,V,V,V,-,auto
26,27,1964,Connceted,34,13.4V,237V,237V,236V,V,V,V,-,auto
27,28,1346,Connceted,36,14.5V,V,V,7V,231V,232V,230V,-,auto
28,29,1256,Connceted,37,13.5V,219V,219V,219V,V,V,V,-,auto
29,30,3727,Connceted,38,12.7V,V,V,V,V,V,V,-,auto
30,31,1665,Connceted,39,13.6V,215V,221V,223V,V,V,V,-,auto
31,32,576,Connceted,41,13.8V,229V,229V,228V,V,V,V,-,auto
32,33,20293,Connceted,42,14.7V,47V,42V,41V,226V,240V,234V,-,auto
33,34,-,Not Connceted,43,-,-,-,-,-,-,-,-,-
34,35,-,Not Connceted,44,-,-,-,-,-,-,-,-,-
35,36,11471,Connceted,45,12.9V,V,V,V,V,V,V,-,auto
36,37,197,Connceted,46,14.1V,240V,241V,236V,V,V,V,-,auto
37,38,8025,Connceted,48,12.8V,V,V,V,V,V,V,-,auto
38,39,-,Not Connceted,49,-,-,-,-,-,-,-,-,-
39,40,26698,Connceted,54,13.5V,221V,213V,213V,V,V,V,-,auto
40,41,-,Not Connceted,55,-,-,-,-,-,-,-,-,-
41,42,459,Connceted,56,13.9V,225V,225V,225V,V,V,V,-,auto
42,43,220,Connceted,57,13.7V,192V,223V,223V,V,V,V,-,auto
43,44,766,Connceted,58,13.6V,221V,216V,221V,V,V,V,-,auto
44,45,1833,Connceted,80,13.6V,242,225V,217V,V,V,V,-,auto
45,46,291,Connceted,95,12.9V,V,V,V,V,V,V,-,auto
46,47,5086,Connceted,124,13.5V,233V,224V,237V,V,V,V,-,auto
47,48,798,Connceted,35,13.7V,220V,220V,220V,V,V,V,-,auto
48,49,1144,Connceted,120,13.7V,210V,210V,210V,V,V,V,-,auto
49,50,550,Connceted,81,15.3V,V,V,V,232V,232V,229V,-,auto
50,51,1329,Connceted,40,14.6V,V,V,V,230V,235V,232V,WARNING : Service Request,auto
51,52,1643,Connceted,6,14.7V,7V,V,V,219V,220V,220V,-,auto
52,53,14346,Connceted,88,13.9V,V,V,V,V,V,V,WARNING : Service Request,auto
53,54,9475,Connceted,152,13.7V,239V,239V,238V,V,V,V,-,auto
54,55,5296,Connceted,150,13.6V,204V,212V,212V,V,V,V,-,auto
55,56,18778,Connceted,151,13.6V,222V,236V,216V,V,V,V,-,auto
56,57,1153,Connceted,148,13.6V,238V,239V,236V,V,V,V,-,auto
57,58,1457,Connceted,149,13.7V,221V,221V,221V,V,V,V,-,auto
58,59,6,Connceted,146,13.3V,239V,239V,239V,V,V,V,-,auto
59,60,2165,Connceted,147,13.7V,235V,236V,235V,V,V,V,WARNING : Service Request,auto
60,61,-,Not Connceted,145,-,-,-,-,-,-,-,-,-
61,62,77,Connceted,144,13.8V,226V,242V,223V,V,V,V,-,auto
62,63,197,Connceted,141,13.4V,204V,204V,204V,V,V,V,-,stop
63,64,8428,Connceted,143,13.4V,220V,223V,215V,V,V,V,-,auto
64,65,714,Connceted,142,14.8V,57V,56V,57V,227,233V,226V,-,auto
65,66,384,Connceted,140,13.5V,221V,226V,221V,V,V,V,-,auto
66,67,42,Connceted,139,13.2V,240V,239V,239V,V,V,V,-,auto
67,68,2377,Connceted,4,13.5V,213V,213V,213V,V,V,V,-,auto
68,69,376,Connceted,138,13.6V,243V,243V,216V,V,V,V,-,auto
69,70,10884,Connceted,136,13.5V,223V,223V,223V,V,V,V,-,auto
70,71,1943,Connceted,137,13.7V,228V,227V,227V,V,V,V,WARNING : Service Request,auto
71,72,196,Connceted,133,13.1V,245V,246V,246V,V,V,V,-,auto
72,73,130,Connceted,131,13.8V,226V,227V,223V,V,V,V,-,auto
73,74,-,Connceted,135,-,-,-,-,-,-,-,-,-
74,75,876,Connceted,132,13.6V,231V,226V,243V,V,V,V,-,auto
75,76,34,Connceted,129,13.5V,219V,234V,222V,V,V,V,-,auto
76,77,100,Connceted,134,14.5V,V,V,V,224V,221V,224V,-,auto
77,78,160,Connceted,130,13.7V,218V,218V,218V,V,V,V,-,auto
78,79,217,Connceted,128,13.6V,228V,240V,217V,V,V,V,-,auto
79,80,2372,Connceted,126,13.9V,210V,210V,210V,V,V,V,-,auto
80,81,158,Connceted,127,13.4V,232V,220V,249V,V,V,V,-,auto
81,82,4334,Connceted,125,13.6V,223V,223V,223V,V,V,V,-,auto
82,83,72,Connceted,121,13.3V,244,216V,233V,V,V,V,-,auto
83,84,106,Connceted,123,13.7V,228V,235V,235V,V,V,V,-,auto
84,85,-,Connceted,122,-,-,-,-,-,-,-,-,-
85,86,2570,Connceted,119,13.4V,210V,216V,213V,V,V,V,-,auto
86,87,239,Connceted,118,13.5V,214V,213V,187V,V,V,V,-,auto
87,88,1691,Connceted,116,14.4V,V,V,V,229V,234V,233V,-,auto
88,89,-,Connceted,113,-,-,-,-,-,-,-,-,-
89,90,36,Connceted,117,13.7V,217V,213V,252V,V,V,V,-,auto
90,91,22847,Connceted,115,13.8V,227,234V,236V,V,V,V,-,auto
91,92,1812,Connceted,114,13.7V,233V,238V,239V,V,V,V,-,auto
92,93,25,Connceted,112,13.5V,238V,230V,250V,V,V,V,-,auto
93,94,34,Connceted,111,13.6V,241V,225V,224V,V,V,V,-,auto
94,95,1411,Connceted,109,13.7V,230V,232V,239V,V,V,V,-,auto
95,96,105,Connceted,110,13.8V,242,241V,239V,V,V,V,-,auto
96,97,1919,Connceted,77,13.6V,231V,222V,211V,V,V,V,-,auto
97,98,-,Not Connceted,108,-,-,-,-,-,-,-,-,-
98,99,-,Not Connceted,75,-,-,-,-,-,-,-,-,-
99,100,1848,Connceted,79,13.2V,V,V,V,V,V,V,-,auto
100,101,2712,Connceted,68,13.7V,235V,240V,235V,V,V,V,-,auto
101,102,12,Connceted,65,13.7V,220V,239V,229V,V,V,V,-,auto
102,103,104,Connceted,78,14.7V,230V,222V,223V,230V,235V,237V,-,test
103,104,27969,Connceted,67,13.4V,244,241V,242V,V,V,V,-,auto
104,105,10597,Connceted,63,13V,V,V,V,V,V,V,-,auto
105,106,1260,Connceted,64,13.9V,233V,223V,223V,V,V,V,-,auto
106,107,-,Not Connceted,66,-,-,-,-,-,-,-,-,-
107,108,938,Connceted,69,13.6V,226V,202V,229V,V,V,V,-,auto
108,109,11808,Connceted,83,13.4V,235V,243V,244V,V,V,V,-,auto
109,110,1006,Connceted,71,13.6V,235V,224V,233V,V,V,V,-,auto
110,111,463,Connceted,70,13.3V,209V,208V,209V,V,V,V,-,auto
111,112,17471,Connceted,84,14.5V,V,V,8V,236V,225V,232V,WARNING : Service Request,auto
112,113,1121,Connceted,82,14.6V,V,V,V,227,226V,227V,-,auto
113,114,7676,Connceted,72,13.3V,217V,228V,198V,V,V,V,WARNING : Service Request,auto
114,115,217,Connceted,86,13.3V,232V,222V,224V,V,V,V,-,auto
115,116,10663,Connceted,11,12.8V,V,V,V,V,V,V,-,auto
116,117,11157,Connceted,1,14.4V,V,V,V,232V,230V,230V,-,auto
117,118,3432,Connceted,3,14.6V,V,V,V,230V,231V,230V,-,auto
118,119,9492,Connceted,52,14.7V,V,V,V,V,V,V,WARNING : Service Request,auto
119,120,11671,Connceted,89,13.6V,225V,225V,226V,V,V,V,|SHUTDOWN ALARM: Emergency Stop,stop
120,121,31,Connceted,87,13.6V,214V,204V,204V,V,V,V,-,auto
121,122,21690,Connceted,60,12.7V,V,V,V,V,V,V,-,auto
122,123,1312,Connceted,59,12.5V,V,V,V,V,V,V,WARNING : Service Request,auto
123,124,609,Connceted,76,13.8V,235V,236V,237V,V,V,V,-,auto
124,125,20600,Connceted,7,13.5V,230V,228V,226V,V,V,V,SHUTDOWN ALARM: Emergency Stop,stop
125,126,-,Not Connceted,92,-,-,-,-,-,-,-,-,-
126,127,2835,Connceted,50,13.7V,222V,224V,224V,V,V,V,WARNING : Service Request,auto
127,128,876,Connceted,93,13.8V,229V,224V,221V,V,V,V,-,auto
128,129,639,Connceted,51,13.7V,233V,220V,233V,V,V,V,WARNING : Service Request,auto
129,130,-,Not Connceted,47,-,-,-,-,-,-,-,-,-
130,131,60,Connceted,97,13.9V,233V,202V,202V,V,V,V,-,stop
131,132,10,Connceted,94,13.9V,220V,220V,218V,V,V,V,-,auto
132,133,23700,Connceted,98,13.3V,221V,218V,227V,V,V,V,-,auto
133,134,1184,Connceted,99,13.8V,227,225V,222V,V,V,V,WARNING : Service Request,auto
134,135,10844,Connceted,100,13.7V,232V,227V,231V,V,V,V,-,auto
135,136,6166,Connceted,101,13.8V,226V,232V,233V,V,V,V,-,auto
136,137,959,Connceted,91,13.5V,234V,236V,245V,V,V,V,-,auto
137,138,445,Connceted,102,13.7V,242,238V,239V,V,V,V,-,auto
138,139,0,Connceted,103,13.8V,215V,215V,240V,V,V,V,-,auto
139,140,155,Connceted,105,13.6V,223V,222V,223V,V,V,V,-,auto
140,141,34277,Connceted,74,14.6V,5V,V,V,233V,241V,235V,-,auto
141,142,1247,Connceted,104,13.7V,196V,200V,215V,V,V,V,-,auto
142,143,81,Connceted,106,14.5V,8V,96V,105V,236V,229V,233V,-,auto
143,144,1133,Connceted,73,13.5V,227,219V,222V,V,V,V,-,auto
144,145,-,Not Connceted,62,-,-,-,-,-,-,-,-,-
145,146,517,Connceted,107,13.7V,248V,247V,248V,V,V,V,-,auto
146,147,16682,Connceted,61,13.3V,229V,229V,206V,V,V,V,SHUTDOWN ALARM: Fail to Start,stop
147,148,940,Connceted,53,14.7V,V,V,V,232V,233V,241V,-,auto
148,149,5889,Connceted,85,13.7V,242,235V,244V,V,V,V,-,auto
149,150,-,Not Connceted,90,-,-,-,-,-,-,-,-,-
150,151,27,Connceted,96,13.7V,229V,219V,229V,V,V,V,-,auto
151,152,4845,Connceted,157,13.7V,244,245V,246V,V,V,V,-,auto
152,153,-,Not Connceted,18,-,-,-,-,-,-,-,-,-
153,154,7117,Connceted,155,13.5V,211V,247V,241V,V,V,V,-,auto
154,155,296,Connceted,156,13.3V,221V,221V,248V,V,V,V,-,auto
155,156,177,Connceted,153,13.7V,228V,226V,226V,V,V,V,-,auto
156,157,18421,Connceted,154,13.5V,226V,226V,219V,V,V,V,-,auto
157,158,1849,Connceted,158,13.6V,229V,239V,248V,V,V,V,-,auto
158,159,171,Connceted,159,13.7V,212V,212V,211V,V,V,V,-,auto
159,160,2309,Connceted,160,13.6V,235V,246V,234V,V,V,V,-,auto
