,Number/Click,Time,Connection Status,COM,Voltage,City_Volt_1,City_Volt_2,City_Volt_3,Gen_Volt_1,Gen_Volt_2,Gen_Volt_3,Alarm,Condition
0,1,-,Connceted,2,-,-,-,-,-,-,-,-,-
1,2,1569,Connceted,5,14.4V,8V,V,V,231V,232V,231V,-,test
2,3,17644,Connceted,8,13V,V,V,V,V,V,V,-,auto
3,4,2497,Connceted,9,12.7V,V,V,V,V,V,V,-,auto
4,5,551,Connceted,10,12.6V,V,V,V,V,V,V,-,auto
5,6,2459,Connceted,12,13.9V,229V,232V,233V,V,V,V,-,auto
6,7,1465,Connceted,13,12.7V,V,V,V,V,V,V,-,auto
7,8,-,Not Connceted,14,-,-,-,-,-,-,-,-,-
8,9,2688,Connceted,15,13V,V,V,V,V,V,V,WARNING : Service Request,auto
9,10,15149,Connceted,16,12.9V,V,V,V,V,V,V,-,auto
10,11,-,Not Connceted,17,-,-,-,-,-,-,-,-,-
11,12,8834,Connceted,19,13.5V,213V,212V,212V,V,V,V,-,auto
12,13,18984,Connceted,20,12.8V,V,V,V,V,V,V,-,auto
13,14,599,Connceted,21,12.7V,V,V,V,V,V,V,-,auto
14,15,-,Not Connceted,22,-,-,-,-,-,-,-,-,-
15,16,3168,Connceted,23,12.7V,V,V,V,V,V,V,-,auto
16,17,244,Connceted,24,14.4V,V,V,V,232V,231V,234V,-,auto
17,18,4450,Connceted,25,13.6V,221V,220V,220V,V,V,V,-,auto
18,19,4627,Connceted,26,13.7V,236V,225V,203V,V,V,V,-,auto
19,20,4137,Connceted,27,13.3V,V,V,V,V,V,V,-,auto
20,21,2188,Connceted,28,12.4V,V,V,V,V,V,V,-,auto
21,22,3489,Connceted,29,13.8V,252V,253V,255V,V,V,V,-,auto
22,23,4841,Connceted,30,12.7V,V,V,V,V,V,V,-,auto
23,24,37397,Connceted,31,13.7V,242,241V,244V,V,V,V,-,auto
24,25,50610,Connceted,32,12.9V,V,V,V,V,V,V,-,auto
25,26,1526,Connceted,33,13.8V,221V,223V,223V,V,V,V,-,auto
26,27,1964,Connceted,34,13.4V,240V,239V,238V,V,V,V,-,auto
27,28,1354,Connceted,36,14.5V,V,V,6V,231V,231V,231V,-,auto
28,29,1256,Connceted,37,13.5V,226V,226V,227V,V,V,V,-,auto
29,30,3736,Connceted,38,12.7V,V,V,V,V,V,V,-,auto
30,31,1665,Connceted,39,13.6V,223V,230V,235V,V,V,V,-,auto
31,32,577,Connceted,41,13.8V,236V,236V,236V,V,V,V,-,auto
32,33,20299,Connceted,42,12.9V,V,V,V,V,V,V,-,auto
33,34,-,Not Connceted,43,-,-,-,-,-,-,-,-,-
34,35,-,Not Connceted,44,-,-,-,-,-,-,-,-,-
35,36,11478,Connceted,45,14.6V,V,V,V,228V,234V,229V,-,auto
36,37,197,Connceted,46,13.8V,242,242V,243V,V,V,V,-,auto
37,38,8032,Connceted,48,14.1V,V,6V,7V,225V,237V,234V,-,auto
38,39,-,Not Connceted,49,-,-,-,-,-,-,-,-,-
39,40,26698,Connceted,54,13.5V,222V,228V,228V,V,V,V,-,auto
40,41,-,Not Connceted,55,-,-,-,-,-,-,-,-,-
41,42,459,Connceted,56,13.9V,229V,230V,229V,V,V,V,-,auto
42,43,220,Connceted,57,13.7V,199V,228V,228V,V,V,V,-,auto
43,44,767,Connceted,58,13.6V,229V,225V,228V,V,V,V,-,auto
