,Number/Click,Time,Connection Status,COM,Voltage,City_Volt_1,City_Volt_2,City_Volt_3,Gen_Volt_1,Gen_Volt_2,Gen_Volt_3,Alarm,Condition
0,1,-,Connceted,2,-,-,-,-,-,-,-,-,-
1,2,1473,Connceted,5,14.4V,8V,V,V,232V,232V,232V,-,auto
2,3,17585,Connceted,8,14.5V,5V,V,5V,239V,235V,230V,-,auto
3,4,2355,Connceted,9,14.4V,V,V,V,229V,234V,225V,-,auto
4,5,469,Connceted,10,12.9V,V,V,V,V,V,V,WARNING : Service Request,auto
5,6,2459,Connceted,12,13.8V,222V,222V,225V,V,V,V,-,auto
6,7,1360,Connceted,13,13.1V,V,V,V,V,V,V,-,auto
7,8,-,Not Connceted,14,-,-,-,-,-,-,-,-,-
8,9,2558,Connceted,15,13.7V,V,V,V,V,V,V,-,auto
9,10,15073,Connceted,16,12.9V,V,V,V,V,V,V,WARNING : Service Request,auto
10,11,-,Not Connceted,17,-,-,-,-,-,-,-,-,-
11,12,8834,Connceted,19,13.6V,208V,208V,208V,V,V,V,-,auto
12,13,18893,Connceted,20,14.6V,V,V,V,228V,227V,226V,-,test
13,14,465,Connceted,21,12.8V,V,V,V,V,V,V,-,auto
14,15,-,Not Connceted,22,-,-,-,-,-,-,-,-,-
15,16,3078,Connceted,23,14.4V,18V,13V,15V,227,229V,232V,-,auto
16,17,125,Connceted,24,14.4V,V,V,V,231V,231V,234V,-,auto
17,18,4450,Connceted,25,13.6V,220V,220V,220V,V,V,V,-,auto
18,19,4627,Connceted,26,13.6V,232V,218V,201V,V,V,V,-,auto
19,20,4047,Connceted,27,13.4V,V,V,V,V,V,V,WARNING : Service Request,auto
20,21,2012,Connceted,28,14.4V,V,V,V,218V,223V,231V,-,auto
21,22,3482,Connceted,29,13.8V,244,246V,248V,V,V,V,-,auto
22,23,4712,Connceted,30,12.8V,V,V,V,V,V,V,-,auto
23,24,37396,Connceted,31,13.7V,240V,238V,241V,V,V,V,-,auto
24,25,50477,Connceted,32,12.8V,V,V,V,V,V,V,-,auto
25,26,1526,Connceted,33,13.8V,217V,220V,220V,V,V,V,-,auto
26,27,1959,Connceted,34,13.4V,234V,234V,233V,V,V,V,WARNING : Low Oil Press. Sender,auto
27,28,1200,Connceted,36,14.4V,V,V,6V,231V,232V,230V,-,auto
28,29,1255,Connceted,37,13.6V,222V,223V,223V,V,V,V,-,auto
29,30,3598,Connceted,38,12.9V,V,V,V,V,V,V,-,auto
30,31,1659,Connceted,39,13.6V,220V,231V,223V,V,V,V,-,auto
31,32,576,Connceted,41,13.8V,229V,229V,229V,V,V,V,-,auto
32,33,20203,Connceted,42,12.9V,V,V,V,V,V,V,-,auto
33,34,-,Not Connceted,43,-,-,-,-,-,-,-,-,-
34,35,-,Not Connceted,44,-,-,-,-,-,-,-,-,-
35,36,11360,Connceted,45,12.8V,V,V,V,V,V,V,-,auto
36,37,196,Connceted,46,13.8V,236V,236V,237V,V,V,V,-,auto
37,38,7931,Connceted,48,12.9V,V,V,V,V,V,V,-,auto
38,39,-,Not Connceted,49,-,-,-,-,-,-,-,-,-
39,40,26698,Connceted,54,13.5V,223V,207V,208V,V,V,V,-,auto
40,41,-,Not Connceted,55,-,-,-,-,-,-,-,-,-
41,42,26698,Connceted,56,13.5V,223V,207V,208V,V,V,V,-,auto
42,43,219,Connceted,57,13.7V,189V,222V,222V,V,V,V,-,auto
43,44,763,Connceted,58,13.6V,215V,204V,215V,V,V,V,-,auto
44,45,1819,Connceted,80,13.7V,230V,220V,214V,V,V,V,-,auto
45,46,-,Not Connceted,18,-,-,-,-,-,-,-,-,-
46,47,-,Not Connceted,155,-,-,-,-,-,-,-,-,-
47,48,69,Connceted,95,14.7V,V,V,V,228V,226V,232V,-,auto
48,49,5083,Connceted,124,13.5V,234V,227V,235V,V,V,V,-,auto
49,50,798,Connceted,35,13.7V,225V,225V,224V,V,V,V,-,auto
50,51,1142,Connceted,120,13.6V,207V,207V,207V,V,V,V,-,auto
51,52,527,Connceted,81,13.8V,209V,210V,206V,V,V,V,-,auto
52,53,1320,Connceted,40,13.5V,214V,219V,215V,V,V,V,-,auto
53,54,1534,Connceted,6,12.8V,V,V,V,V,V,V,-,auto
54,55,14318,Connceted,88,13.9V,209V,209V,209V,V,V,V,WARNING : Service Request,auto
55,56,9475,Connceted,152,13.7V,232V,232V,230V,V,V,V,-,auto
56,57,-,Not Connceted,156,-,-,-,-,-,-,-,-,-
57,58,294,Connceted,150,13.6V,204V,215V,215V,V,V,V,-,auto
