,Number/Click,Time,Connection Status,COM,Voltage,City_Volt_1,City_Volt_2,City_Volt_3,Gen_Volt_1,Gen_Volt_2,Gen_Volt_3,Alarm,Condition
0,1,-,Connceted,2,-,-,-,-,-,-,-,-,-
1,2,1487,Connceted,5,13.4V,V,V,V,V,V,V,-,auto
2,3,17597,Connceted,8,14.6V,6V,5V,6V,236V,236V,233V,-,auto
3,4,2375,Connceted,9,12.9V,V,V,V,V,V,V,-,auto
4,5,481,Connceted,10,13.1V,V,V,V,V,V,V,WARNING : Service Request,auto
5,6,2459,Connceted,12,13.8V,224V,230V,217V,V,V,V,-,auto
6,7,1373,Connceted,13,12.9V,V,V,V,V,V,V,-,auto
7,8,-,Not Connceted,14,-,-,-,-,-,-,-,-,-
8,9,2580,Connceted,15,14.3V,V,V,V,237V,229V,236V,-,auto
9,10,15085,Connceted,16,12.9V,V,V,V,V,V,V,WARNING : Service Request,auto
10,11,-,Not Connceted,17,-,-,-,-,-,-,-,-,-
11,12,8834,Connceted,19,13.6V,206V,206V,206V,V,V,V,-,auto
12,13,18906,Connceted,20,13V,V,V,V,V,V,V,-,auto
13,14,484,Connceted,21,14.6V,V,V,V,228V,229V,229V,-,auto
14,15,-,Not Connceted,22,-,-,-,-,-,-,-,-,-
15,16,3098,Connceted,23,14.5V,19V,14V,16V,230V,231V,233V,-,auto
16,17,143,Connceted,24,12.9V,V,V,V,V,V,V,-,auto
17,18,4450,Connceted,25,13.6V,219V,219V,219V,V,V,V,-,auto
18,19,4627,Connceted,26,13.7V,228V,221V,224V,V,V,V,-,auto
19,20,4059,Connceted,27,15.2V,V,V,V,226V,237V,229V,WARNING : Service Request,auto
20,21,2032,Connceted,28,12.6V,V,V,V,V,V,V,-,auto
21,22,3482,Connceted,29,13.8V,245V,247V,248V,V,V,V,-,auto
22,23,4730,Connceted,30,13V,V,V,V,V,V,V,-,auto
23,24,37396,Connceted,31,13.7V,241V,239V,242V,V,V,V,-,auto
24,25,50496,Connceted,32,14.3V,24V,23V,22V,217V,225V,221V,-,auto
25,26,1526,Connceted,33,13.8V,217V,220V,220V,V,V,V,-,auto
26,27,1959,Connceted,34,13.4V,236V,236V,235V,V,V,V,-,auto
27,28,1223,Connceted,36,14.5V,V,V,7V,231V,232V,230V,WARNING : Service Request,auto
28,29,1255,Connceted,37,13.6V,221V,222V,222V,V,V,V,-,auto
29,30,3621,Connceted,38,14.4V,2V,V,V,232V,229V,218V,-,auto
30,31,1665,Connceted,39,13.6V,222V,224V,227V,V,V,V,-,auto
31,32,576,Connceted,41,13.8V,227,227V,227V,V,V,V,-,auto
32,33,20219,Connceted,42,12.8V,V,V,V,V,V,V,-,auto
33,34,-,Not Connceted,43,-,-,-,-,-,-,-,-,-
34,35,-,Not Connceted,44,-,-,-,-,-,-,-,-,-
35,36,11381,Connceted,45,14.6V,V,V,V,228V,235V,228V,-,auto
36,37,196,Connceted,46,14.1V,237V,239V,233V,V,V,V,-,auto
37,38,7950,Connceted,48,14.3V,5V,6V,7V,224V,237V,234V,-,auto
38,39,-,Not Connceted,49,-,-,-,-,-,-,-,-,-
39,40,26698,Connceted,54,13.5V,218V,214V,214V,V,V,V,-,auto
40,41,-,Not Connceted,55,-,-,-,-,-,-,-,-,-
41,42,26698,Connceted,56,13.5V,218V,213V,214V,V,V,V,-,auto
42,43,220,Connceted,57,13.7V,200V,230V,230V,V,V,V,-,auto
43,44,766,Connceted,58,13.6V,216V,205V,215V,V,V,V,-,auto
44,45,1819,Connceted,80,13.6V,229V,218V,218V,V,V,V,-,auto
45,46,-,Not Connceted,18,-,-,-,-,-,-,-,-,-
46,47,-,Not Connceted,155,-,-,-,-,-,-,-,-,-
47,48,100,Connceted,95,14.7V,V,V,V,229V,227V,231V,-,auto
48,49,5086,Connceted,124,13.5V,235V,225V,234V,V,V,V,-,auto
49,50,798,Connceted,35,13.7V,234V,234V,233V,V,V,V,-,auto
50,51,1142,Connceted,120,13.7V,208V,208V,208V,V,V,V,-,auto
51,52,528,Connceted,81,13.8V,207V,209V,205V,V,V,V,-,auto
52,53,1320,Connceted,40,13.5V,219V,224V,220V,V,V,V,-,auto
53,54,1550,Connceted,6,12.8V,V,V,V,V,V,V,-,auto
54,55,14318,Connceted,88,13.9V,215V,216V,215V,V,V,V,WARNING : Service Request,auto
55,56,9475,Connceted,152,13.7V,233V,233V,231V,V,V,V,-,auto
56,57,-,Not Connceted,156,-,-,-,-,-,-,-,-,-
57,58,5295,Connceted,150,13.6V,195V,215V,215V,V,V,V,-,auto
58,59,18777,Connceted,151,13.6V,216V,233V,213V,V,V,V,-,auto
59,60,1153,Connceted,148,13.7V,228V,229V,226V,V,V,V,-,auto
60,61,1457,Connceted,149,13.7V,230V,230V,232V,V,V,V,-,auto
61,62,6,Connceted,146,13.3V,230V,230V,230V,V,V,V,-,auto
62,63,2163,Connceted,147,13.7V,235V,236V,236V,V,V,V,WARNING : Service Request,auto
63,64,614,Connceted,145,13.7V,242,228V,244V,V,V,V,-,auto
64,65,74,Connceted,144,13.8V,218V,232V,215V,V,V,V,-,auto
65,66,197,Connceted,141,13.4V,217V,216V,216V,V,V,V,-,stop
66,67,8428,Connceted,143,13.4V,225V,219V,215V,V,V,V,-,auto
67,68,631,Connceted,142,12.7V,V,V,V,V,V,V,-,auto
68,69,383,Connceted,140,13.5V,225V,229V,226V,V,V,V,-,auto
69,70,-,Not Connceted,139,-,-,-,-,-,-,-,-,-
70,71,2376,Connceted,4,13.5V,204V,204V,203V,V,V,V,-,auto
71,72,365,Connceted,138,13.6V,227,228V,222V,V,V,V,-,auto
72,73,10884,Connceted,136,13.5V,211V,211V,211V,V,V,V,-,auto
73,74,-,Not Connceted,137,-,-,-,-,-,-,-,-,-
74,75,192,Connceted,133,13.1V,247,248V,248V,V,V,V,-,auto
75,76,123,Connceted,131,13.8V,221V,222V,219V,V,V,V,-,auto
76,77,-,Connceted,135,-,-,-,-,-,-,-,-,-
77,78,873,Connceted,132,13.6V,226V,219V,237V,V,V,V,-,auto
78,79,17,Connceted,129,13.5V,204V,225V,218V,V,V,V,-,auto
79,80,88,Connceted,134,14.5V,234V,233V,230V,V,V,V,-,auto
80,81,-,Not Connceted,154,-,-,-,-,-,-,-,-,-
81,82,-,Not Connceted,153,-,-,-,-,-,-,-,-,-
82,83,156,Connceted,130,13.7V,220V,220V,220V,V,V,V,-,auto
83,84,217,Connceted,128,13.6V,230V,240V,220V,V,V,V,-,auto
84,85,2372,Connceted,126,13.9V,199V,199V,199V,V,V,V,-,auto
85,86,152,Connceted,127,13.4V,230V,222V,234V,V,V,V,-,auto
86,87,4334,Connceted,125,13.6V,223V,223V,223V,V,V,V,-,auto
87,88,68,Connceted,121,13.3V,235V,210V,225V,V,V,V,-,stop
88,89,103,Connceted,123,13.7V,227,232V,233V,V,V,V,-,auto
89,90,-,Connceted,122,-,-,-,-,-,-,-,-,-
90,91,2569,Connceted,119,13.4V,213V,215V,207V,V,V,V,-,auto
91,92,237,Connceted,118,13.5V,202V,201V,186V,V,V,V,-,auto
92,93,1679,Connceted,116,13.8V,238V,247V,234V,V,V,V,-,auto
93,94,-,Connceted,113,-,-,-,-,-,-,-,-,-
94,95,34,Connceted,117,13.7V,214V,202V,242V,V,V,V,-,auto
95,96,22825,Connceted,115,13.8V,219V,228V,233V,V,V,V,-,auto
96,97,1812,Connceted,114,13.8V,230V,236V,242V,V,V,V,-,auto
97,98,23,Connceted,112,13.5V,237V,226V,243V,V,V,V,-,auto
98,99,30,Connceted,111,13.6V,231V,234V,202V,V,V,V,-,auto
99,100,1411,Connceted,109,13.7V,226V,228V,234V,V,V,V,-,auto
100,101,105,Connceted,110,13.8V,235V,233V,232V,V,V,V,-,auto
101,102,1916,Connceted,77,13.6V,224V,215V,207V,V,V,V,WARNING : Service Request,auto
102,103,1350,Connceted,108,13.2V,220V,216V,220V,V,V,V,-,auto
103,104,-,Not Connceted,75,-,-,-,-,-,-,-,-,-
104,105,1719,Connceted,79,14.4V,140V,145V,142V,226V,242V,236V,WARNING : Service Request,auto
105,106,2712,Connceted,68,13.7V,235V,241V,235V,V,V,V,-,auto
106,107,12,Connceted,65,13.7V,218V,238V,226V,V,V,V,-,auto
107,108,100,Connceted,78,13.8V,215V,226V,226V,V,V,V,-,auto
108,109,27957,Connceted,67,13.4V,248V,244V,244V,V,V,V,-,auto
109,110,10503,Connceted,63,14.5V,5V,V,V,223V,218V,221V,-,auto
110,111,1258,Connceted,64,13.9V,220V,224V,224V,V,V,V,-,auto
111,112,-,Not Connceted,66,-,-,-,-,-,-,-,-,-
112,113,938,Connceted,69,13.6V,224V,201V,228V,V,V,V,-,auto
113,114,11800,Connceted,83,13.3V,231V,239V,239V,V,V,V,-,auto
114,115,1002,Connceted,71,13.6V,233V,222V,235V,V,V,V,-,auto
115,116,463,Connceted,70,13.3V,200V,200V,200V,V,V,V,-,auto
116,117,17346,Connceted,84,14.5V,V,50V,49V,231V,230V,229V,-,auto
117,118,1095,Connceted,82,13.7V,226V,227V,230V,V,V,V,-,auto
118,119,7676,Connceted,72,13.4V,216V,230V,195V,V,V,V,WARNING : Service Request,auto
119,120,215,Connceted,86,13.3V,234V,225V,226V,V,V,V,-,auto
120,121,10597,Connceted,11,12.7V,V,V,V,V,V,V,-,auto
121,122,11144,Connceted,1,13.6V,213V,221V,213V,V,V,V,-,auto
122,123,3322,Connceted,3,14.5V,V,V,V,229V,231V,228V,-,auto
123,124,9468,Connceted,52,15V,V,V,V,235V,233V,239V,WARNING : Service Request,auto
124,125,11671,Connceted,89,13.6V,222V,221V,222V,V,V,V,|SHUTDOWN ALARM: Emergency Stop,stop
125,126,26,Connceted,87,13.6V,207V,210V,210V,V,V,V,-,auto
126,127,21581,Connceted,60,12.7V,V,V,V,V,V,V,-,auto
127,128,1308,Connceted,59,13.6V,234V,229V,214V,V,V,V,WARNING : Service Request,auto
128,129,609,Connceted,76,13.8V,222V,223V,225V,V,V,V,-,auto
129,130,20600,Connceted,7,13.6V,233V,222V,232V,V,V,V,|SHUTDOWN ALARM: Emergency Stop,stop
130,131,-,Not Connceted,92,-,-,-,-,-,-,-,-,-
131,132,2829,Connceted,50,13.6V,221V,225V,225V,V,V,V,WARNING : Service Request,auto
132,133,860,Connceted,93,13.8V,224V,217V,211V,V,V,V,-,auto
133,134,639,Connceted,51,13.7V,229V,218V,235V,V,V,V,WARNING : Service Request,auto
134,135,-,Not Connceted,47,-,-,-,-,-,-,-,-,-
135,136,60,Connceted,97,13.9V,221V,222V,222V,V,V,V,-,auto
136,137,10,Connceted,94,13.9V,219V,219V,217V,V,V,V,-,auto
137,138,23700,Connceted,98,13.3V,222V,216V,228V,V,V,V,-,auto
138,139,1184,Connceted,99,13.8V,229V,221V,219V,V,V,V,WARNING : Service Request,auto
139,140,10844,Connceted,100,13.7V,231V,227V,223V,V,V,V,-,auto
140,141,6166,Connceted,101,13.7V,221V,228V,229V,V,V,V,-,auto
141,142,-,Not Connceted,91,-,-,-,-,-,-,-,-,-
142,143,441,Connceted,102,13.7V,240V,240V,238V,V,V,V,-,auto
143,144,0,Connceted,103,13.8V,212V,211V,229V,V,V,V,-,auto
144,145,-,Not Connceted,105,-,-,-,-,-,-,-,-,-
145,146,34181,Connceted,74,13.3V,V,V,V,V,V,V,-,auto
146,147,-,Not Connceted,104,-,-,-,-,-,-,-,-,-
147,148,72,Connceted,106,13.1V,227,230V,229V,V,V,V,-,auto
