,Number/Click,Time,Connection Status,COM,Voltage,City_Volt_1,City_Volt_2,City_Volt_3,Gen_Volt_1,Gen_Volt_2,Gen_Volt_3,Alarm,Condition
0,1,-,Connceted,2,-,-,-,-,-,-,-,-,-
1,2,1160,Connceted,5,12.8V,V,V,V,V,V,V,-,auto
2,3,17390,Connceted,8,12.7V,V,V,V,V,V,V,-,auto
3,4,-,Not Connceted,9,-,-,-,-,-,-,-,-,-
4,5,178,Connceted,10,12.9V,V,V,V,V,V,V,-,auto
5,6,-,Not Connceted,12,-,-,-,-,-,-,-,-,-
6,7,-,Not Connceted,13,-,-,-,-,-,-,-,-,-
7,8,-,Not Connceted,14,-,-,-,-,-,-,-,-,-
8,9,2167,Connceted,15,12.8V,V,V,V,V,V,V,-,auto
9,10,14799,Connceted,16,14.1V,6V,V,V,230V,231V,232V,-,auto
10,11,-,Not Connceted,17,-,-,-,-,-,-,-,-,-
11,12,-,Not Connceted,18,-,-,-,-,-,-,-,-,-
12,13,-,Not Connceted,19,-,-,-,-,-,-,-,-,-
13,14,18555,Connceted,20,14.6V,V,V,V,213V,214V,215V,-,auto
14,15,-,Not Connceted,21,-,-,-,-,-,-,-,-,-
15,16,-,Not Connceted,22,-,-,-,-,-,-,-,-,-
16,17,-,Not Connceted,23,-,-,-,-,-,-,-,-,-
17,18,28503,Connceted,24,12.9V,V,V,V,V,V,V,-,auto
18,19,4446,Connceted,25,13.6V,219V,219V,219V,V,V,V,-,auto
19,20,4501,Connceted,26,13.7V,210V,214V,227V,V,V,V,-,auto
20,21,3729,Connceted,27,13.2V,V,V,V,V,V,V,-,auto
21,22,1536,Connceted,28,14.3V,V,V,V,217V,222V,234V,-,auto
22,23,3481,Connceted,29,13.8V,247,250V,251V,V,V,V,SHUTDOWN ALARM: Genset Low Voltage,auto
23,24,4265,Connceted,30,14.5V,V,V,V,234V,227V,231V,WARNING : Service Request,auto
24,25,37395,Connceted,31,13.7V,241V,240V,243V,V,V,V,-,auto
25,26,50032,Connceted,32,12.7V,V,V,V,V,V,V,-,auto
26,27,1524,Connceted,33,13.8V,217V,220V,220V,V,V,V,-,auto
27,28,1922,Connceted,34,13.4V,213V,213V,211V,V,V,V,WARNING : Low Oil Press. Sender,auto
28,29,670,Connceted,36,12.9V,V,V,V,V,V,V,-,auto
29,30,-,Not Connceted,37,-,-,-,-,-,-,-,-,-
30,31,3100,Connceted,38,14.4V,2V,V,V,232V,229V,218V,WARNING : Service Request,auto
31,32,-,Not Connceted,39,-,-,-,-,-,-,-,-,-
32,33,-,Not Connceted,41,-,-,-,-,-,-,-,-,-
33,34,19862,Connceted,42,12.8V,V,V,V,V,V,V,-,auto
34,35,21741,Connceted,43,13.5V,201V,201V,201V,V,V,V,-,auto
35,36,-,Not Connceted,44,-,-,-,-,-,-,-,-,-
36,37,10925,Connceted,45,14.6V,V,V,V,228V,234V,229V,-,auto
37,38,-,Not Connceted,46,-,-,-,-,-,-,-,-,-
38,39,7571,Connceted,48,13.1V,V,V,V,V,V,V,-,auto
39,40,-,Not Connceted,49,-,-,-,-,-,-,-,-,-
40,41,-,Not Connceted,53,-,-,-,-,-,-,-,-,-
41,42,26698,Connceted,54,13.5V,223V,215V,215V,V,V,V,-,auto
42,43,-,Not Connceted,55,-,-,-,-,-,-,-,-,-
43,44,-,Not Connceted,56,-,-,-,-,-,-,-,-,-
44,45,213,Connceted,57,13.7V,185V,217V,217V,V,V,V,|SHUTDOWN ALARM: Low Oil Press. Switch,auto
45,46,760,Connceted,58,13.6V,214V,206V,214V,V,V,V,-,auto
46,47,16682,Connceted,61,13.3V,222V,221V,220V,V,V,V,SHUTDOWN ALARM: Fail to Start,auto
47,48,455,Connceted,62,13.8V,208V,208V,208V,V,V,V,-,stop
48,49,1105,Connceted,73,12.6V,V,V,V,V,V,V,SHUTDOWN ALARM: Fail to Start,auto
49,50,-,Not Connceted,74,-,-,-,-,-,-,-,-,-
50,51,464,Connceted,107,14.8V,V,V,V,229V,231V,231V,-,auto
51,52,71,Connceted,106,13.2V,226V,229V,227V,V,V,V,-,auto
52,53,-,Not Connceted,104,-,-,-,-,-,-,-,-,-
53,54,143,Connceted,105,13.5V,205V,205V,205V,V,V,V,-,auto
54,55,1,Connceted,103,13.8V,222V,222V,218V,V,V,V,-,auto
55,56,211,Connceted,102,14.4V,V,V,V,233V,232V,233V,-,auto
56,57,-,Not Connceted,91,-,-,-,-,-,-,-,-,-
57,58,6160,Connceted,101,14.6V,V,V,V,233V,234V,236V,-,auto
58,59,-,Not Connceted,100,-,-,-,-,-,-,-,-,-
59,60,-,Not Connceted,99,-,-,-,-,-,-,-,-,-
60,61,23673,Connceted,98,13.3V,219V,222V,225V,V,V,V,-,auto
61,62,45,Connceted,97,13.8V,233V,205V,205V,V,V,V,-,auto
62,63,8424,Connceted,96,13.5V,221V,222V,222V,V,V,V,-,auto
63,64,1,Connceted,94,13.9V,218V,218V,215V,V,V,V,-,auto
64,65,-,Not Connceted,50,-,-,-,-,-,-,-,-,-
65,66,634,Connceted,51,14.5V,V,V,V,226V,237V,230V,WARNING : Service Request,auto
66,67,838,Connceted,93,13.8V,214V,229V,224V,V,V,V,-,auto
67,68,-,Not Connceted,92,-,-,-,-,-,-,-,-,-
68,69,-,Not Connceted,47,-,-,-,-,-,-,-,-,-
69,70,1,Connceted,90,13.9V,218V,218V,215V,V,V,V,-,auto
70,71,-,Not Connceted,80,-,-,-,-,-,-,-,-,-
