,Number/Click,Time,Connection Status,COM,Voltage,City_Volt_1,City_Volt_2,City_Volt_3,Gen_Volt_1,Gen_Volt_2,Gen_Volt_3,Alarm,Condition
0,1,-,Connceted,2,-,-,-,-,-,-,-,-,-
1,2,1153,Connceted,5,14.6V,9V,V,V,231V,231V,231V,-,auto
2,3,17386,Connceted,8,13V,V,V,V,V,V,V,-,auto
3,4,1830,Connceted,9,12.9V,V,V,V,V,V,V,WARNING : Service Request,auto
4,5,172,Connceted,10,12.8V,V,V,V,V,V,V,-,auto
5,6,-,Not Connceted,12,-,-,-,-,-,-,-,-,-
6,7,-,Not Connceted,13,-,-,-,-,-,-,-,-,-
7,8,-,Not Connceted,14,-,-,-,-,-,-,-,-,-
8,9,2161,Connceted,15,12.8V,V,V,V,V,V,V,-,auto
9,10,14792,Connceted,16,12.7V,V,V,V,V,V,V,-,auto
10,11,-,Not Connceted,17,-,-,-,-,-,-,-,-,-
11,12,-,Not Connceted,18,-,-,-,-,-,-,-,-,-
12,13,14792,Connceted,19,13.6V,218V,218V,218V,V,V,V,-,auto
13,14,18547,Connceted,20,14.6V,V,V,V,209V,211V,213V,-,auto
14,15,988,Connceted,21,14.6V,V,V,V,227,226V,229V,-,auto
15,16,-,Not Connceted,22,-,-,-,-,-,-,-,-,-
16,17,-,Not Connceted,23,-,-,-,-,-,-,-,-,-
17,18,28495,Connceted,24,13V,V,V,V,V,V,V,-,auto
18,19,4446,Connceted,25,13.6V,219V,219V,219V,V,V,V,-,auto
19,20,4501,Connceted,26,13.7V,210V,215V,227V,V,V,V,-,auto
20,21,3724,Connceted,27,15.2V,V,V,V,225V,236V,229V,-,auto
21,22,1530,Connceted,28,13.5V,V,V,V,V,V,V,-,auto
22,23,3481,Connceted,29,13.8V,239V,240V,241V,V,V,V,-,auto
23,24,4254,Connceted,30,12.8V,V,V,V,V,V,V,WARNING : Service Request,auto
24,25,37395,Connceted,31,13.7V,238V,237V,239V,V,V,V,-,auto
25,26,50024,Connceted,32,14.4V,27V,27V,24V,217V,225V,221V,-,auto
26,27,1524,Connceted,33,13.8V,218V,221V,220V,V,V,V,-,auto
27,28,1919,Connceted,34,13.4V,228V,228V,227V,V,V,V,WARNING : Low Oil Press. Sender,auto
28,29,659,Connceted,36,13V,V,V,V,V,V,V,-,auto
29,30,1247,Connceted,37,13.6V,226V,226V,226V,V,V,V,-,auto
30,31,3087,Connceted,38,14.4V,2V,V,V,233V,229V,218V,WARNING : Service Request,auto
31,32,-,Not Connceted,39,-,-,-,-,-,-,-,-,-
32,33,523,Connceted,41,14.6V,V,V,V,230V,229V,229V,-,auto
33,34,19854,Connceted,42,13.1V,V,V,V,V,V,V,-,auto
34,35,21741,Connceted,43,13.5V,224V,224V,225V,V,V,V,-,auto
35,36,-,Not Connceted,44,-,-,-,-,-,-,-,-,-
36,37,10916,Connceted,45,13.8V,V,V,V,V,V,V,-,auto
37,38,-,Not Connceted,46,-,-,-,-,-,-,-,-,-
38,39,7561,Connceted,48,12.7V,V,V,V,V,V,V,-,auto
39,40,-,Not Connceted,49,-,-,-,-,-,-,-,-,-
40,41,-,Not Connceted,53,-,-,-,-,-,-,-,-,-
41,42,7561,Connceted,54,13.5V,221V,226V,227V,V,V,V,-,auto
42,43,-,Not Connceted,55,-,-,-,-,-,-,-,-,-
43,44,414,Connceted,56,13.5V,218V,218V,218V,V,V,V,-,auto
44,45,213,Connceted,57,13.7V,196V,226V,226V,V,V,V,|SHUTDOWN ALARM: Low Oil Press. Switch,auto
45,46,760,Connceted,58,13.6V,219V,201V,219V,V,V,V,-,auto
46,47,16682,Connceted,61,12.9V,V,V,V,V,V,V,SHUTDOWN ALARM: Fail to Start,auto
47,48,455,Connceted,62,13.8V,202V,202V,202V,V,V,V,-,auto
48,49,-,Not Connceted,73,-,-,-,-,-,-,-,-,-
49,50,-,Not Connceted,74,-,-,-,-,-,-,-,-,-
50,51,446,Connceted,107,14.8V,V,V,V,229V,230V,230V,-,auto
51,52,71,Connceted,106,13.1V,231V,233V,232V,V,V,V,-,auto
52,53,-,Not Connceted,104,-,-,-,-,-,-,-,-,-
53,54,143,Connceted,105,13.5V,204V,203V,204V,V,V,V,-,auto
54,55,1,Connceted,103,13.8V,221V,221V,209V,V,V,V,-,auto
55,56,188,Connceted,102,14.4V,V,V,V,233V,232V,233V,-,auto
56,57,-,Not Connceted,91,-,-,-,-,-,-,-,-,-
57,58,6147,Connceted,101,13.8V,224V,230V,231V,V,V,V,-,auto
58,59,10822,Connceted,100,14.7V,V,V,V,232V,230V,232V,-,auto
59,60,1156,Connceted,99,13.8V,231V,220V,223V,V,V,V,WARNING : Service Request,auto
60,61,23673,Connceted,98,13.3V,222V,222V,227V,V,V,V,-,auto
61,62,444,Connceted,97,13.8V,236V,202V,202V,V,V,V,-,auto
62,63,8424,Connceted,96,13.5V,218V,222V,219V,V,V,V,-,auto
63,64,1,Connceted,94,13.9V,219V,220V,216V,V,V,V,-,auto
64,65,2800,Connceted,50,12.7V,V,V,V,V,V,V,"WARNING : Service Request
‘SHUTDOWN ALARM: Low Oil Press. Sender",auto
65,66,621,Connceted,51,12.7V,V,V,V,V,V,V,"WARNING : Service Request
SHUTDOWN ALARM: Fail to Start",auto
66,67,834,Connceted,93,14.7V,V,V,V,235V,234V,230V,-,auto
