,Number/Click,Time,Connection Status,COM,Voltage,City_Volt_1,City_Volt_2,City_Volt_3,Gen_Volt_1,Gen_Volt_2,Gen_Volt_3,Alarm,Condition
0,1,-,Connceted,2,-,-,-,-,-,-,-,-,-
1,2,1174,Connceted,5,12.9V,V,V,V,V,V,V,-,auto
2,3,17402,Connceted,8,12.7V,V,V,V,V,V,V,-,auto
3,4,1861,Connceted,9,13V,V,V,V,V,V,V,WARNING : Service Request,auto
4,5,189,Connceted,10,14.5V,V,V,V,232V,231V,232V,-,auto
5,6,2422,Connceted,12,13.8V,226V,229V,229V,V,V,V,WARNING : High Temp. Sender,auto
6,7,1016,Connceted,13,12.7V,V,V,V,V,V,V,-,auto
7,8,-,Not Connceted,14,-,-,-,-,-,-,-,-,-
8,9,2185,Connceted,15,13V,V,V,V,V,V,V,-,auto
9,10,14813,Connceted,16,12.7V,V,V,V,V,V,V,-,auto
10,11,-,Not Connceted,17,-,-,-,-,-,-,-,-,-
11,12,-,Not Connceted,18,-,-,-,-,-,-,-,-,-
12,13,8830,Connceted,19,13.6V,207V,207V,207V,V,V,V,-,auto
13,14,18570,Connceted,20,13.4V,V,V,V,V,V,V,-,auto
14,15,74,Connceted,21,14.5V,V,V,V,229V,229V,226V,-,auto
15,16,-,Not Connceted,22,-,-,-,-,-,-,-,-,-
16,17,2725,Connceted,23,12.9V,V,V,V,V,V,V,-,auto
17,18,28520,Connceted,24,14.6V,V,V,V,230V,234V,228V,-,auto
18,19,4446,Connceted,25,13.6V,221V,220V,220V,V,V,V,-,auto
19,20,4501,Connceted,26,13.7V,212V,217V,225V,V,V,V,-,auto
20,21,3743,Connceted,27,13.3V,V,V,V,V,V,V,WARNING : Service Request,auto
21,22,1555,Connceted,28,14.4V,V,V,V,216V,225V,235V,WARNING : Service Request,auto
22,23,3481,Connceted,29,13.8V,247,249V,250V,V,V,V,SHUTDOWN ALARM: Genset Low Voltage,auto
23,24,4283,Connceted,30,14.5V,V,V,V,235V,227V,231V,WARNING : Service Request,auto
24,25,37395,Connceted,31,13.7V,239V,237V,241V,V,V,V,-,auto
25,26,50051,Connceted,32,12.7V,V,V,V,V,V,V,WARNING : Service Request,auto
26,27,1524,Connceted,33,13.8V,217V,220V,219V,V,V,V,-,auto
27,28,1931,Connceted,34,13.3V,223V,223V,222V,V,V,V,WARNING : Low Oil Press. Sender,auto
28,29,692,Connceted,36,14.4V,V,V,6V,231V,232V,230V,-,auto
29,30,1253,Connceted,37,13.6V,224V,224V,224V,V,V,V,-,auto
30,31,3122,Connceted,38,14.4V,2V,V,V,232V,231V,223V,WARNING : Service Request,auto
31,32,1638,Connceted,39,13.5V,222V,227V,227V,V,V,V,-,auto
32,33,552,Connceted,41,13.8V,223V,223V,222V,V,V,V,-,auto
33,34,19880,Connceted,42,12.8V,V,V,V,V,V,V,-,auto
34,35,21741,Connceted,43,13.5V,227,227V,228V,V,V,V,-,auto
35,36,-,Not Connceted,44,-,-,-,-,-,-,-,-,-
36,37,10946,Connceted,45,14.6V,V,V,V,232V,233V,234V,-,auto
37,38,158,Connceted,46,13.8V,239V,239V,240V,V,V,V,SHUTDOWN ALARM: Fail to Start,auto
38,39,7584,Connceted,48,13V,V,V,V,V,V,V,-,auto
39,40,-,Not Connceted,49,-,-,-,-,-,-,-,-,-
40,41,-,Not Connceted,53,-,-,-,-,-,-,-,-,-
41,42,26698,Connceted,54,13.5V,222V,215V,216V,V,V,V,-,auto
42,43,-,Not Connceted,55,-,-,-,-,-,-,-,-,-
43,44,442,Connceted,56,12.7V,224V,224V,224V,V,V,V,-,auto
44,45,213,Connceted,57,13.7V,225V,226V,226V,V,V,V,|SHUTDOWN ALARM: Low Oil Press. Switch,auto
45,46,760,Connceted,58,13.6V,213V,208V,212V,V,V,V,-,auto
46,47,16682,Connceted,61,13.3V,218V,217V,224V,V,V,V,SHUTDOWN ALARM: Fail to Start,auto
47,48,455,Connceted,62,13.8V,201V,202V,202V,V,V,V,-,stop
48,49,1105,Connceted,73,13.5V,225V,219V,228V,V,V,V,SHUTDOWN ALARM: Fail to Start,auto
49,50,-,Not Connceted,74,-,-,-,-,-,-,-,-,-
