,Number/Click,Time,Connection Status,COM,Voltage,City_Volt_1,City_Volt_2,City_Volt_3,Gen_Volt_1,Gen_Volt_2,Gen_Volt_3,Alarm,Condition
0,1,-,Not Connceted,2,-,-,-,-,-,-,-,-,-
1,2,1438,Connceted,5,13V,V,V,V,V,V,V,-,auto
2,3,17556,Connceted,8,12.7V,V,V,V,V,V,V,WARNING : Service Request,auto
3,4,2263,Connceted,9,12.8V,V,V,V,V,V,V,WARNING : Service Request,auto
4,5,415,Connceted,10,12.8V,V,V,V,V,V,V,WARNING : Service Request,auto
5,6,2458,Connceted,12,13.8V,226V,223V,226V,V,V,V,-,auto
6,7,1292,Connceted,13,12.6V,V,V,V,V,V,V,-,auto
7,8,-,Not Connceted,14,-,-,-,-,-,-,-,-,-
8,9,2497,Connceted,15,12.8V,V,V,V,V,V,V,-,auto
9,10,15022,Connceted,16,13V,V,V,V,V,V,V,-,auto
10,11,-,Not Connceted,17,-,-,-,-,-,-,-,-,-
11,12,8833,Connceted,19,13.5V,203V,203V,203V,V,V,V,-,auto
12,13,-,Connceted,20,-,-,-,-,-,-,-,-,-
13,14,375,Connceted,21,14.6V,V,V,V,226V,226V,230V,WARNING : Service Request,auto
14,15,-,Not Connceted,22,-,-,-,-,-,-,-,-,-
15,16,3028,Connceted,23,12.6V,V,V,V,V,V,V,-,stop
16,17,50,Connceted,24,14.3V,V,V,V,231V,235V,228V,-,auto
17,18,4447,Connceted,25,13.6V,220V,220V,220V,V,V,V,-,auto
18,19,4627,Connceted,26,13.7V,221V,221V,222V,V,V,V,-,auto
19,20,3989,Connceted,27,14.4V,V,V,V,V,V,V,-,auto
20,21,1920,Connceted,28,14.4V,V,V,V,218V,222V,230V,WARNING : Service Request,auto
21,22,3482,Connceted,29,13.8V,244,246V,247V,V,V,V,-,auto
22,23,4628,Connceted,30,14.5V,V,V,V,235V,227V,231V,WARNING : High Temp. Sender,auto
23,24,37395,Connceted,31,13.7V,239V,238V,241V,V,V,V,-,auto
24,25,50397,Connceted,32,14.3V,27V,27V,24V,216V,225V,221V,-,auto
25,26,1526,Connceted,33,13.8V,219V,222V,222V,V,V,V,-,auto
26,27,1958,Connceted,34,13.4V,239V,238V,238V,V,V,V,-,auto
27,28,1104,Connceted,36,14.4V,V,V,6V,231V,232V,230V,-,auto
28,29,1255,Connceted,37,13.5V,218V,219V,219V,V,V,V,-,auto
29,30,3512,Connceted,38,13.1V,V,V,V,V,V,V,-,auto
30,31,1658,Connceted,39,13.6V,215V,232V,219V,V,V,V,-,auto
31,32,575,Connceted,41,13.8V,227,227V,226V,V,V,V,-,auto
32,33,20151,Connceted,42,13V,V,V,V,V,V,V,-,auto
33,34,-,Not Connceted,43,-,-,-,-,-,-,-,-,-
34,35,-,Not Connceted,44,-,-,-,-,-,-,-,-,-
35,36,11290,Connceted,45,14.6V,V,V,V,230V,233V,232V,-,auto
36,37,192,Connceted,46,13.8V,235V,236V,236V,V,V,V,-,auto
37,38,7874,Connceted,48,14.2V,V,6V,7V,226V,234V,232V,-,auto
38,39,-,Not Connceted,49,-,-,-,-,-,-,-,-,-
39,40,26698,Connceted,54,13.5V,221V,214V,214V,V,V,V,-,auto
40,41,-,Not Connceted,55,-,-,-,-,-,-,-,-,-
41,42,26698,Connceted,56,13.5V,221V,213V,213V,V,V,V,-,auto
42,43,219,Connceted,57,13.7V,201V,229V,229V,V,V,V,-,auto
43,44,763,Connceted,58,13.6V,218V,207V,217V,V,V,V,-,auto
44,45,1818,Connceted,80,13.5V,225V,214V,210V,V,V,V,-,auto
45,46,-,Not Connceted,18,-,-,-,-,-,-,-,-,-
46,47,-,Not Connceted,155,-,-,-,-,-,-,-,-,-
47,48,-,Not Connceted,95,-,-,-,-,-,-,-,-,-
48,49,5083,Connceted,124,13.4V,233V,228V,237V,V,V,V,-,auto
49,50,798,Connceted,35,13.8V,228V,228V,227V,V,V,V,-,auto
50,51,1141,Connceted,120,13.7V,211V,211V,211V,V,V,V,-,auto
