,Number/Click,Time,Connection Status,COM,Voltage,City_Volt_1,City_Volt_2,City_Volt_3,Gen_Volt_1,Gen_Volt_2,Gen_Volt_3,Alarm,Condition
0,1,-,Connceted,2,-,-,-,-,-,-,-,-,-
1,2,1105,Connceted,5,12.8V,V,V,V,V,V,V,-,auto
2,3,17366,Connceted,8,12.9V,V,V,V,V,V,V,-,auto
3,4,1778,Connceted,9,12.9V,V,V,V,V,V,V,-,auto
4,5,-,Connceted,10,-,-,-,-,-,-,-,-,-
5,6,2311,Connceted,12,14.4V,V,V,V,230V,234V,230V,WARNING : High Temp. Sender,auto
6,7,-,Not Connceted,13,-,-,-,-,-,-,-,-,-
7,8,-,Not Connceted,14,-,-,-,-,-,-,-,-,-
8,9,2120,Connceted,15,12.9V,V,V,V,V,V,V,-,auto
9,10,14763,Connceted,16,14.1V,6V,V,V,231V,231V,233V,-,auto
10,11,-,Not Connceted,17,-,-,-,-,-,-,-,-,-
11,12,-,Not Connceted,18,-,-,-,-,-,-,-,-,-
12,13,-,Not Connceted,19,-,-,-,-,-,-,-,-,-
13,14,18504,Connceted,20,12.9V,V,V,V,V,V,V,-,auto
14,15,935,Connceted,21,14.6V,V,V,V,223V,233V,236V,-,auto
15,16,-,Not Connceted,22,-,-,-,-,-,-,-,-,-
16,17,2681,Connceted,23,12.9V,V,V,V,V,V,V,WARNING : Service Request,auto
17,18,28450,Connceted,24,12.7V,V,V,V,V,V,V,-,auto
18,19,4443,Connceted,25,13.6V,220V,220V,220V,V,V,V,-,auto
19,20,4500,Connceted,26,13.7V,208V,210V,226V,V,V,V,-,auto
20,21,3691,Connceted,27,15.2V,V,V,V,226V,236V,229V,-,auto
21,22,1479,Connceted,28,14.3V,V,V,V,217V,225V,234V,-,auto
22,23,3481,Connceted,29,13.8V,248V,251V,252V,V,V,V,-,auto
23,24,4209,Connceted,30,13V,V,V,V,V,V,V,WARNING : Service Request,auto
24,25,37395,Connceted,31,13.7V,234V,234V,236V,V,V,V,-,auto
25,26,-,Connceted,32,-,-,-,-,-,-,-,-,-
26,27,1524,Connceted,33,13.8V,215V,219V,218V,V,V,V,-,auto
27,28,1889,Connceted,34,13.4V,221V,221V,220V,V,V,V,-,auto
28,29,605,Connceted,36,14.4V,V,V,7V,231V,232V,230V,WARNING : Service Request,auto
29,30,1192,Connceted,37,12.9V,V,V,V,V,V,V,-,auto
30,31,3031,Connceted,38,12.7V,V,V,V,V,V,V,-,auto
31,32,1635,Connceted,39,13.6V,217V,228V,224V,V,V,V,-,auto
