,Number/Click,Time,Connection Status,COM,Voltage,City_Volt_1,City_Volt_2,City_Volt_3,Gen_Volt_1,Gen_Volt_2,Gen_Volt_3,Alarm,Condition
0,1,-,Not Connceted,2,-,-,-,-,-,-,-,-,-
1,2,1414,Connceted,5,12.8V,V,V,V,V,V,V,-,auto
2,3,17542,Connceted,8,13V,V,V,V,V,V,V,-,auto
3,4,2232,Connceted,9,14.3V,V,V,V,235V,224V,230V,WARNING : Service Request,auto
4,5,396,Connceted,10,12.8V,V,V,V,V,V,V,WARNING : Service Request,auto
5,6,2458,Connceted,12,13.9V,225V,225V,227V,V,V,V,-,auto
6,7,1270,Connceted,13,14.4V,26V,26V,26V,231V,234V,240V,-,auto
7,8,-,Not Connceted,14,-,-,-,-,-,-,-,-,-
8,9,2469,Connceted,15,13V,V,V,V,V,V,V,-,auto
9,10,15005,Connceted,16,13V,V,V,V,V,V,V,-,auto
10,11,-,Not Connceted,17,-,-,-,-,-,-,-,-,-
11,12,8831,Connceted,19,13.5V,212V,212V,212V,V,V,V,-,auto
12,13,-,Connceted,20,-,-,-,-,-,-,-,-,-
13,14,345,Connceted,21,14.6V,V,V,V,226V,225V,229V,WARNING : Service Request,auto
14,15,-,Not Connceted,22,-,-,-,-,-,-,-,-,-
15,16,3011,Connceted,23,14.5V,19V,14V,16V,230V,230V,232V,-,auto
16,17,25,Connceted,24,14.3V,V,V,V,230V,235V,228V,-,auto
17,18,4447,Connceted,25,13.6V,215V,214V,214V,V,V,V,-,auto
18,19,4627,Connceted,26,13.7V,224V,224V,213V,V,V,V,-,auto
19,20,3968,Connceted,27,13.2V,V,V,V,V,V,V,-,auto
20,21,1889,Connceted,28,12.7V,V,V,V,V,V,V,WARNING : Service Request,auto
21,22,3482,Connceted,29,13.8V,244,246V,247V,V,V,V,-,auto
22,23,4606,Connceted,30,12.9V,V,V,V,V,V,V,WARNING : Service Request,auto
23,24,37395,Connceted,31,13.7V,240V,239V,241V,V,V,V,-,auto
24,25,50369,Connceted,32,12.8V,V,V,V,V,V,V,WARNING : Service Request,auto
25,26,1526,Connceted,33,13.8V,218V,221V,221V,V,V,V,-,auto
26,27,1958,Connceted,34,13.3V,231V,231V,230V,V,V,V,-,auto
27,28,1071,Connceted,36,12.8V,V,V,V,V,V,V,-,auto
28,29,1255,Connceted,37,13.6V,221V,221V,221V,V,V,V,-,auto
29,30,3475,Connceted,38,14.4V,2V,V,V,232V,229V,219V,WARNING : Service Request,auto
30,31,1658,Connceted,39,13.6V,216V,234V,222V,V,V,V,-,auto
31,32,575,Connceted,41,13.8V,229V,229V,229V,V,V,V,-,auto
32,33,20130,Connceted,42,12.9V,V,V,V,V,V,V,-,auto
33,34,-,Not Connceted,43,-,-,-,-,-,-,-,-,-
34,35,-,Not Connceted,44,-,-,-,-,-,-,-,-,-
35,36,11266,Connceted,45,12.8V,V,V,V,V,V,V,-,auto
36,37,192,Connceted,46,13.9V,239V,238V,233V,V,V,V,-,auto
37,38,7856,Connceted,48,14.1V,V,7V,7V,226V,233V,231V,-,auto
38,39,-,Not Connceted,49,-,-,-,-,-,-,-,-,-
39,40,26698,Connceted,54,13.5V,220V,213V,213V,V,V,V,-,auto
40,41,-,Not Connceted,55,-,-,-,-,-,-,-,-,-
41,42,26698,Connceted,56,13.5V,220V,213V,213V,V,V,V,-,auto
42,43,219,Connceted,57,13.7V,202V,229V,229V,V,V,V,-,auto
43,44,763,Connceted,58,13.6V,213V,204V,213V,V,V,V,-,auto
44,45,1818,Connceted,80,13.6V,230V,221V,215V,V,V,V,-,auto
45,46,-,Not Connceted,18,-,-,-,-,-,-,-,-,-
46,47,-,Not Connceted,155,-,-,-,-,-,-,-,-,-
47,48,-,Not Connceted,95,-,-,-,-,-,-,-,-,-
48,49,5083,Connceted,124,13.5V,232V,225V,231V,V,V,V,-,auto
49,50,798,Connceted,35,13.7V,240V,240V,239V,V,V,V,-,auto
50,51,1141,Connceted,120,13.7V,216V,216V,216V,V,V,V,-,auto
51,52,527,Connceted,81,13.8V,209V,210V,206V,V,V,V,-,auto
52,53,1320,Connceted,40,13.6V,219V,225V,219V,V,V,V,-,auto
53,54,1435,Connceted,6,12.7V,V,V,V,V,V,V,-,auto
54,55,14318,Connceted,88,13.8V,204V,204V,204V,V,V,V,WARNING : Service Request,auto
55,56,9475,Connceted,152,13.7V,233V,234V,231V,V,V,V,-,auto
56,57,-,Not Connceted,156,-,-,-,-,-,-,-,-,-
57,58,294,Connceted,150,13.6V,208V,218V,218V,V,V,V,-,auto
58,59,18777,Connceted,151,13.6V,218V,226V,214V,V,V,V,-,auto
59,60,1145,Connceted,148,13.6V,239V,241V,238V,V,V,V,-,auto
60,61,1457,Connceted,149,13.7V,230V,229V,230V,V,V,V,-,auto
61,62,5,Connceted,146,13.3V,242,242V,242V,V,V,V,-,auto
62,63,2155,Connceted,147,13.7V,235V,236V,234V,V,V,V,WARNING : Service Request,auto
63,64,614,Connceted,145,13.6V,234V,219V,236V,V,V,V,-,auto
64,65,74,Connceted,144,13.8V,219V,232V,216V,V,V,V,-,auto
65,66,197,Connceted,141,13.4V,209V,209V,208V,V,V,V,-,stop
66,67,8426,Connceted,143,13.5V,221V,218V,218V,V,V,V,-,auto
67,68,29,Connceted,142,12.8V,V,V,V,V,V,V,-,auto
68,69,383,Connceted,140,13.5V,223V,226V,224V,V,V,V,-,auto
