,Number/Click,Time,Connection Status,COM,Voltage,City_Volt_1,City_Volt_2,City_Volt_3,Gen_Volt_1,Gen_Volt_2,Gen_Volt_3,Alarm,Condition
0,1,-,Connceted,2,-,-,-,-,-,-,-,-,-
1,2,1261,Connceted,5,14.5V,9V,V,V,231V,231V,232V,WARNING : Service Request,auto
2,3,-,Not Connceted,8,-,-,-,-,-,-,-,-,-
3,4,1968,Connceted,9,12.9V,V,V,V,V,V,V,WARNING : Service Request,auto
4,5,249,Connceted,10,12.8V,V,V,V,V,V,V,-,auto
5,6,2422,Connceted,12,13.9V,226V,228V,229V,V,V,V,-,auto
6,7,-,Not Connceted,13,-,-,-,-,-,-,-,-,-
7,8,-,Not Connceted,14,-,-,-,-,-,-,-,-,-
8,9,2272,Connceted,15,14.3V,V,V,V,237V,230V,236V,WARNING : Service Request,auto
9,10,14873,Connceted,16,13.9V,6V,V,V,230V,231V,233V,-,auto
10,11,-,Not Connceted,17,-,-,-,-,-,-,-,-,-
11,12,8830,Connceted,19,13.5V,210V,209V,209V,V,V,V,-,auto
12,13,18639,Connceted,20,12.7V,V,V,V,V,V,V,-,auto
13,14,100,Connceted,21,12.6V,V,V,V,V,V,V,SHUTDOWN ALARM: Fail to Start,auto
14,15,-,Not Connceted,22,-,-,-,-,-,-,-,-,-
15,16,2792,Connceted,23,14.5V,19V,14V,16V,229V,229V,232V,-,auto
16,17,28604,Connceted,24,14.5V,V,V,V,229V,234V,228V,-,auto
17,18,4447,Connceted,25,13.6V,219V,219V,219V,V,V,V,-,auto
18,19,4501,Connceted,26,13.7V,210V,214V,231V,V,V,V,-,auto
19,20,3808,Connceted,27,13.3V,V,V,V,V,V,V,-,auto
20,21,1646,Connceted,28,14.4V,V,V,V,217V,222V,229V,-,auto
21,22,3481,Connceted,29,13.8V,247,248V,249V,V,V,V,-,auto
22,23,4376,Connceted,30,13.2V,V,V,V,V,V,V,WARNING : Service Request,auto
23,24,37395,Connceted,31,13.7V,242,241V,244V,V,V,V,-,auto
24,25,501421,Connceted,32,12.8V,V,V,V,V,V,V,-,auto
25,26,1524,Connceted,33,13.8V,220V,222V,222V,V,V,V,-,auto
